Season,Episode,Line Number,Speaker,Line
1,20,109,Marshall:,"They grow up into skanks so fast, don't they, Ted?
"
1,20,110,Ted:,"So, what, we ready for tonight?
"
1,20,111,Marshall:,"Yeah. Just one thing we got to do first.
"
1,20,112,Ted:,"Shot of Jim Beam?
"
1,20,113,Marshall:,"Yeah.
"
1,20,114,Ted:,"Yes!
"
1,20,115,Marshall:,"And then I promised Lily that we'd stuff 200 wedding invitations.
"
1,20,116,Ted:,"What?!
"
1,20,117,Marshall:,"I'm sorry, dude, but you saw how stressed out she is.
"
1,20,118,Ted:,"Come on! You've been doing wedding stuff nonstop. Take a break. Once you're married, if we go out and you get so drunk you throw up, it'll be sad, but if we do it tonight... it'll be less sad.
"
1,20,119,Marshall:,"Okay, it'll be cool-- I'll tell you what. We'll make a game out of it. First one to stuff a hundred invitations gets a big prize.
"
1,20,120,Ted:,"Do I look like I'm four? All right, what kind of prize are we talking?
"
1,20,121,Lily:,"Wow, a lot more security than when we were kids.
"
1,20,122,Robin:,"Is this gonna work?
"
1,20,123,Lily:,"Yeah. Look, when I was 17, I used to sneak into clubs all the time. It's all about confidence. Follow me. Whee-hoo! Happy prom, everybody. Going to prom-- whee-hoo!
"
1,20,124,Security guard:,"Uh, you're adults.
"
1,20,125,Lily:,"Okay, bye. Okay, look, I just need to see the band. I'm getting married in two months, and...
"
1,20,126,Security guard:,"And you're just finding a band?
"
1,20,127,Barney:,"Hey, ho, hey!
"
1,20,128,Security guard:,"I'm sorry, ma'am. You either need to be a student or the date of a student.
"
1,20,129,Lily:,"Wow. ""Ma'am?"" Check and mate.
"
1,20,130,Barney:,"It's cool. Time to activate plan B. Scherbotsky, how comfortable are you with a crossbow? Scherbotsky?
"
1,20,131,Robin:,"Hey, guys. Do you want to take two hot girls to prom?
"
1,20,132,Boy:,"We don't have that kind of money.
"
1,20,133,Robin:,"For free.
"
1,20,134,Boy:,"Oh, hell yeah!
"
1,20,135,Robin:,"Great. I'm Robin, this is my friend Lily.
"
1,20,136,Lily:,"Hi. Shall we?
"
1,20,137,Boy:,"Sure. I knew it would happen. This is the dream.
"
1,20,138,Robin:,"Oh, hey, wait. How's Barney getting in?
"
1,20,139,Barney:,"Don't worry about me. I'll get in. Oh... I'll get in.
"
1,20,140,Lily:,"We're in!
"
1,20,141,Singer:,"Thank you. We're going to take a break.
"
1,20,142,Lily:,"Oh, you're kidding me.
"
1,20,143,Boy #1:,"Hey, uh, you ladies want something to take the edge off?
"
1,20,144,Robin:,"Yeah, what the hell? It's prom. That tastes like cough syrup.
"
1,20,145,Boy #1:,"Yeah, we couldn't get any alcohol. Um, our fake IDs say we're only 20. We didn't realize it till after we bought them.
"
1,20,146,Robin:,"Nerds who aren't good at math? Life's going to be rough, boys.
"
1,20,147,Lily:,"Hi. Excuse me. I was wondering if you guys could play ""Good Feeling"" by the Violent Femmes. I know it's probably not in your repertoire, but I'm getting married and my fiancé wants to hire you guys as the band, but I can't sign off on it until I hear you play ""Good Feeling"" because that's our song, and what kind of wedding band would you be if you couldn't play our song, right? Right?
"
1,20,148,Man:,"Look, I'm kinda wasted right now, so I didn't understand any of that. But, uh, if you get us the sheet music, we'll play your song.
"
1,20,149,Boy #1:,"So, you buzzing, baby?
"
1,20,150,Robin:,"My phlegm feels looser.
"
1,20,151,Ted:,"This is pathetic. It's guys' night. We should be out in a bar getting in fights. If I got in a fight, would you have my back?
"
1,20,152,Marshall:,"You know it.
"
1,20,153,Ted:,"I'd have your back, too.
"
1,20,154,Marshall:,"That's cool.
"
1,20,155,Ted:,"What, you don't think you'd need my help? You don't know what I can do. I'm like... like a berserker.
"
1,20,156,Marshall:,"Okay, Ted. (His phone starts rigging) Hello.
"
1,20,157,Robin:,"Hey, it's Robin. Um, Lily needs you to download the sheet music for ""Good Feeling"" and bring it out here, like, now.
"
1,20,158,Marshall:,"Hang on. It's Robin. She wants me to go to prom. Can Ted come?
"
1,20,159,Ted:,"Wait! Don't ask! That's so lame! I don't even want to go anyway.
"
1,20,160,Robin:,"Uh, I don't know. Things have been so weird between us.
"
1,20,161,Ted:,"What'd she say? What'd she say?
"
1,20,162,Robin:,"He lied and told me he broke up with his girlfriend to try to hook up with me. I mean, I know he apologized for it but it's just, it's not easy to forgive. Look, if you absolutely must bring Ted, it's, it's not like I'm going to claw my own eyes out if he comes.
"
1,20,163,Marshall:,"Okay, bye. She totally wants you to come.
"
1,20,164,Robin:,"All right, sheet music's on the way. Are you okay?
"
1,20,165,Lily:,"There's just so much to do for this wedding. My head is swirling. It's just all moving too fast.
"
1,20,166,Scooter:,"How is it moving too fast? We've been together for two years.
"
1,20,167,Lily:,"I just... I just don't want everything in my life to be decided already.
"
1,20,168,Scooter:,"What's decided? I go to umpire school, you go to college. We move into my dad's house in Staten Island. We have kids, we grow old together. What's decided? It's wide open!
"
1,20,169,Lily:,"Scooter, when I go off to college, that's the end for us.
"
1,20,170,Scooter:,"You're, you're breaking up with me?
"
1,20,171,Lily:,"There's still so much I want to do. I want to travel, live overseas as an artist, maybe have a lesbian relationship. Plus, I think I was just dating you 'cause you look a little bit like Kurt Cobain.
"
1,20,172,Scooter:,"I can't believe this. I can change. I can look more like Kurt Cobain. Please, just don't leave me. I'm nothing without you, baby.
"
1,20,173,Lily:,"Please don't put that kind of pressure on me! It's too much!
"
1,20,174,Boy #2:,"It's just one dance, God!
"
1,20,175,Lily:,"What?
"
1,20,176,Robin:,"Well, we did promise them one dance.
"
1,20,177,Lily:,"Yeah, sure, okay. So Andrew, what's your big plan? What's life going to be like after tonight?
"
1,20,178,Andrew:,"Well, you know I got it all worked out. Uh, leave this place in my dust, four awesome years at college, and then I'll move to Prague or start my own video game company or something.
"
1,20,179,Lily:,"No, you won't.
"
1,20,180,Andrew:,"I won't?
"
1,20,181,Lily:,"No, you won't accomplish anything you set out to. You'll get a girlfriend the first day of college and you'll give up your independence and you'll never live abroad and you'll wind up old before your time wondering ""Whatever happened to my hopes and my dreams?""
"
1,20,182,Andrew:,"Whoa. You really think I'll get a girlfriend?
"
1,20,183,Boy #1:,"So, uh, what's the deal here? Am I getting lucky tonight?
"
1,20,184,Robin:,"Oh, Sean, look, um, you're a nice guy, but I just don't... No, you're not getting lucky tonight.
"
1,20,185,Giant Turtle:,"Okay, just be cool. Don't look at me.
"
1,20,186,Ted:,"Okay.
"
1,20,187,Giant Turtle:,"How'd you get in here?
"
1,20,188,Marshall:,"What's it to you, giant turtle?
"
1,20,189,Giant Turtle:,"It's me, Barney.
"
1,20,190,Marshall:,"Oh, hey. Where's Lily?
"
1,20,191,Barney:,"She's in the bathroom.
"
1,20,192,Marshall:,"Wait here, I should go talk to the band.
"
1,20,193,Ted:,"All right.
"
1,20,194,Barney:,"How did you guys get in here?
"
1,20,195,Ted:,"We just snuck in the back.
"
1,20,196,Barney:,"You just snu... Are you serious? I've been trying to get in here all night. I finally paid a janitor 200 bucks to let me borrow this mascot costume.
"
1,20,197,Ted:,"But you got in. Slow and steady won the race.
"
1,20,198,Marshall:,"Hey, bro, have you seen my fiancée Lily?
"
1,20,199,Andrew:,"Your fiancée? Whoa, tonight she's with me, bro. Unless you're looking for trouble.
"
1,20,200,Marshall:,"Listen, little buddy, I understand it's prom and the adrenaline's pumping, but...
"
1,20,201,Andrew:,"No, not tonight. I've waited too long for this. I finally got a girl and I'm not going to let you take her away from me.
"
1,20,202,Marshall:,"Whoa, whoa. Look, let's not get carried away.
"
1,20,203,Andrew:,"Yah! Nunchaku!
"
1,20,204,Lily:,"I can't believe I unloaded like that on a high school senior.
"
1,20,205,Robin:,"I can't believe a high school senior unloaded like that on me. I'm going to ask you something and, um, maybe it's crazy 'cause you guys are the cutest couple ever. But, um, are you having second thoughts?
"
1,20,206,Lily:,"Yeah. But not about Marshall. About me. I just keep thinking about the girl I was ten years ago and wondering what happened to her.
"
1,20,207,Lily:,"I don't want to be tied down. I want to live in France and Spain and Italy and just soak up life and put it on a canvas, even if it means being a waitress in crappy cafés for five years, I don't care. I'm going to be a painter. And I can't do any of that with a, with a boyfriend shackled around my neck, you know? But anyway, I'm blabbering. Way to make new friends, Lily. I'm sorry. What was your name again?
"
1,20,208,Man:,"Marshall.
"
1,20,209,Lily:,"Nice to meet you, Marshall. Guess we're hallmates.
"
1,20,210,Marshall:,"Yeah.
"
1,20,211,Lily:,"It works.
"
1,20,212,Marshall:,"Violent Femmes. I love this song.
"
1,20,213,Lily:,"Me, too.
"
1,20,214,Lily:,"I didn't have any of the experiences I set out to. The travel, the bohemian art life, my big lesbian experience. I didn't do any of it.
"
1,20,215,Robin:,"Lily, you're marrying your best friend in the world. I mean, isn't that worth all the other experiences combined?
"
1,20,216,Lily:,"Yeah.
"
1,20,217,Robin:,"And look, you can still travel, I mean, you can still paint. And as far as your lesbian experience... Happy?
"
1,20,218,Lily:,"Yeah. So field hockey, huh?
"
1,20,219,Robin:,"Shut up.
"
1,20,220,Security guard #1:,"Trespassing, assaulting a minor. This mascot costume you stole cost $5,000.
"
1,20,221,Security guard #2:,"We can have you guys arrested, you know that?
"
1,20,222,Ted:,"Oh, come on-- you're the one who let in a kid with nunchakus. You call yourself security guards? I was just defending my boy here.
"
1,20,223,Marshall:,"I totally could have taken that kid.
"
1,20,224,Ted:,"Uh, yeah, and I totally had your back, so...
"
1,20,225,Marshall:,"Well, I don't need it, but thanks.
"
1,20,226,Ted:,"Uh, yeah, you did, and you're welcome.
"
1,20,227,Marshall:,"No, the kid was totally, like, a white belt and I'm gigantic. Listen, guys, I'm sorry. Please, I just need to get in there for one more song.
"
1,20,228,Security guards:,"Absolutely not.
"
1,20,229,Barney:,"You guys will thank me for this later, okay? Listen, Don, Ray, can't we all...?
"
1,20,230,Security guard #1:,"Hey!
"
1,20,231,Ted:,"You know, for a turtle, he's surprisingly quick.
"
1,20,232,Singer:,"This one goes out to that redhead girl and that tall guy.
"
1,20,233,Ted:,"So how was your first prom?
"
1,20,234,Robin:,"You tell me. I hated my dress, my date got wasted and puked on me, there was a huge fight and I kissed a girl.
"
1,20,235,Ted:,"So, basically, it was a prom.
"
1,20,236,Robin:,"Okay, I've missed you. Not in a we're-going-to-make-out way, not even in an I-forgive-you way. Just in a I've-missed-you way.
"
1,20,237,Ted:,"I'll take what I can get.
"
1,20,238,Barney:,"And that, my friends, is why you don't get your money's worth when you wear jeans to a strip club.
"
1,20,239,Marshall:,"So you got to admit, The 88 are rocking our song.
"
1,20,240,Lily:,"Yeah, it's good.
"
1,20,241,Marshall:,"Band? Check. Two months, baby. Two months.
"
1,20,242,Lily:,"Two months.
"
1,8,1,Future Ted:,"So kids, there are many buildings New York City.
"
1,8,2,Future Ted:,"Thousands of apartments. Millions of stories. And even though it's been decades and someone else lives there now, there's one apartment in particular that will always be our apartment. I have so many great memories of that place.
"
1,8,3,Future Ted VO:,"Marshall playing video games.
"
1,8,4,Future Ted VO:,"Lily painting on the fire escape.
"
1,8,5,Mr. Madsen:,"Hey!
"
1,8,6,Lily:,"Sorry, Mr. Madsen.
"
1,8,7,Future Ted VO:,"And me making the coffee. I had this coffeepot that was probably 50 years old at that time, and it made truly terrible coffee. We called it Shocky
"
1,8,8,Ted:,"Plugging in.
"
1,8,9,Marshall:,"Saving game.
"
1,8,10,Future Ted VO:,"I loved every last detail of that place. Right down to the incredibly tacky swords we hung on the wall. I never wanted any of it to change. But that's not how life works.
"
1,8,11,Lily:,"You guys will never believe what just happened to us.
"
1,8,12,Robin:,"I don't even believe it myself.
"
1,8,13,Lily:,"We were in Queens and we decided to stop by my apartment.
"
1,8,14,Daughter:,"Wait, her apartment? I thought Aunt Lily lived with you and Uncle Marshall.
"
1,8,15,Lily:,"I could see how you would think that but I have to have my own place. It's an independence thing.
"
1,8,16,Robin:,"When was the last time you were there?
"
1,8,17,Lily:,"Three months ago.
"
1,8,18,Lily:,"What? It's like fat pants. You hope you never have to use 'em but you're glad to know they're there.
"
1,8,19,Lily:,"What the hell?
"
1,8,20,Robin:,"What?
"
1,8,21,Lily:,"This is my apartment.
"
1,8,22,Robin:,"Where?
"
1,8,23,Lily:,"Right here.
"
1,8,24,Lily:,"What the hell?
"
1,8,25,Robin:,"Lily, this is a Chinese restaurant.
"
1,8,26,Lily:,"No, no, this was my apartment. My dresser was right...
"
1,8,27,Lily:,"That's my dresser! And this is my closet.
"
1,8,28,Waitress:,"Hi, how many?
"
1,8,29,(Lily looks up at Waitress) Waitress:,"Lily.
"
1,8,30,Lily:,"Yes, you know me?
"
1,8,31,Waitress:,"Yeah, from your homecoming picture. You're much prettier in person.
"
1,8,32,Lily:,"Yeah, I know, the bangs were a mistake. Where's my stuff? Waitress: It's all in the back. We could wrap it up for you. You want it to go?
"
1,8,33,Lily:,"This is my apartment!
"
1,8,34,Waitress:,"Not anymore.
"
1,8,35,Ted:,"No way. You're making this up.
"
1,8,36,Marshall:,"Yeah, the building would have had to give you some sort of notice.
"
1,8,37,Waitress:,"They sent you a notice about this.
"
1,8,38,Lily:,"When?
"
1,8,39,Waitress:,"Three months ago. Here's your mail minus the magazines.
"
1,8,40,Marshall:,"Well, still, legally, they can't just toss you out onto the street. You have a lease.
"
1,8,41,Lily:,"OK so I didn't have a written lease as such but, but go ask my landlady, Mrs. Conroy.
"
1,8,42,Lily:,"She may be 98 years old but she's still...
"
1,8,43,Lily:,"She's dead, isn't she?
"
1,8,44,Waitress:,"Never even saw the bus.
"
1,8,45,Lily:,"My apartment is a Chinese restaurant. What am I gonna do?
"
1,8,46,Ted:,"Come live with us.
"
1,8,47,Lily:,"Really?
"
1,8,48,Ted:,"Of course.
"
1,8,49,Marshall:,"You sure about this, Ted?
"
1,8,50,Ted:,"Yeah. I mean, you basically live here anyway. It's not like it'll change anything.
"
1,8,51,Barney:,"No, it's like it'll change everything. Oh, Ted, you are so screwed.
"
1,8,52,Ted:,"What? What are you talking about?
"
1,8,53,Robin:,"And why is that girl checking you out?
"
1,8,54,Barney:,"Because I look good. Now focus, you and Marshall are roommates. You have an amazing apartment. Marshall and Lily just got engaged
"
1,8,55,Ted:,"Yeah, so?
"
1,8,56,Barney:,"So, you're not still gonna be his roommate when he gets married, are you? Someone's going to move out. So who's it gonna be?
"
1,8,57,Robin:,"Come on, Barney, I'm sure they've talked about who gets the apartment. You talked about who gets the apartment, right?
"
1,8,58,Ted:,"Yeah, we've talked about it.
"
1,8,59,Marshall:,"So, when Lily and I get married, who's gonna get the apartment?
"
1,8,60,Ted:,"Oh, that's a tough one. You know who I think could handle a problem like that?
"
1,8,61,Marshall:,"Who?
"
1,8,62,Ted:,"Future Ted and Future Marshall.
"
1,8,63,Marshall:,"Totally. Let's let those guys handle it.
"
1,8,64,Ted:,"Dammit Past Ted
"
1,8,65,Barney:,"You blew it, dude. Now that Lily's there, it's a whole new dynamic. They're edging you out.
"
1,8,66,Ted:,"That's crazy. They're not edging me out. Marshall's my best friend.
"
1,8,67,Ted:,"One of my best friends. He wouldn't do that to me.
"
1,8,68,Barney:,"Just keep your eyes open. That's all I'm saying, Ted. Little things are gonna be changing around that apartment.
"
1,8,69,Robin:,"Come on, Barney, you're just being paranoid. OK, seriously, what is this girl's deal?
"
1,8,70,Barney:,"Sort of on a date with her.
"
1,8,71,Ted:,"What?
"
1,8,72,Barney:,"I found her online. I'm tired of the whole bar scene, the one-night hookups. I'm looking for a soul-mate, someone who I can love and cuddle, or so it says in my profile. (evil laugh) But this girl, she wants the same stuff and it's bumming me out. All right, Ted, call me from the hospital.
"
1,8,73,Ted:,"All right.
"
1,8,74,Robin:,"You're going to the hospital?
"
1,8,75,Ted:,"No, see, he's gonna go back over there and I'm gonna call him and he's gonna pretend that it's an emergency call from a family member at the hospital.
"
1,8,76,Robin:,"Oh, Lord, fake emergency? That is lamest, most pathetic cop-out in the book. I expect more from you, Barney.
"
1,8,77,Barney:,"Well, stay tuned, I'm working on some stuff. But in the meantime, wish me luck.
"
1,8,78,Robin:,"So, are you gonna talk to Marshall?
"
1,8,79,Ted:,"He's gonna want the apartment. I'm gonna want the apartment. It's gonna lead to an argument, so no.
"
1,8,80,Robin:,"Hm, that's real healthy. So, when a serious issue comes up, your response is just to avoid it.
"
1,8,81,Ted:,"I should really make this call.
"
1,8,82,Robin:,"Ooh, can I do it?
"
1,8,83,Barney:,"Hello? Robin: Hi there, sexy.
"
1,8,84,Barney:,"Hello, Aunt Kathy, what's up?
"
1,8,85,Robin:,"Oh, nothing. Just sitting here, thinking about you, hot stuff.
"
1,8,86,Barney:,"An accident? Well, is Uncle Rudy gonna be OK? Robin: Aunt Kathy's got an itch that only you can scratch, big boy.
"
1,8,87,Barney:,"Oh God! Why did he think he could build his own helicopter?
"
1,8,88,Robin:,"Come on, daddy, break me off a piece of that white chocolate.
"
1,8,89,Barney:,"Well, if he needs a transplant, he can have mine. I'll be right there.
"
1,8,90,Barney:,"See you guys later.
"
1,8,91,Ted:,"Ah, this'll be nice, the three of us living together. I think it's a good setup.
"
1,8,92,Ted:,"Man, this coffee's great. It's really great. Too great.
"
1,8,93,Ted:,"What happened to Shocky?
"
1,8,94,Ted:,"What's this? Lily: My coffeemaker from my apartment. Makes great coffee, right?
"
1,8,95,Ted:,"Yeah, definitely. I mean, so does Shocky.
"
1,8,96,Marshall:,"Really? I always thought Shocky's coffee tasted kinda rusty.
"
1,8,97,Ted:,"Yeah, no, it did. I mean, I kinda liked the rusty taste. I'm used to it. I don't know.
"
1,8,98,Marshall:,"Also Lily's coffeemaker doesn't, you know, shock you.
"
1,8,99,Ted:,"No. You gotta admit, that shock, wakes you up in the morning
"
1,8,100,Marshall:,"You know what else wakes you up in the morning? Coffee.
"
1,8,101,Ted:,"That's great. You're right. Roomies! I love it.
"
1,8,102,Ted:,"They're edging me out. They're totally edging me out. I didn't' believe it but you're right.
"
1,8,103,Barney:,"Told you. That Lily, she's a shrewd one.
"
1,8,104,Robin:,"Yeah, she got you a nice new coffeemaker. How dare she!
"
1,8,105,Ted:,"It's not just the coffeemaker.
"
1,8,106,Lily:,"Done. The painting's done.
"
1,8,107,Marshall:,"That is great.
"
1,8,108,Ted:,"Nice.
"
1,8,109,Marshall:,"Where do you wanna hang it?
"
1,8,110,Lily:,"I don't know. Um, over the piano?
"
1,8,111,Ted:,"Yeah, that would be a good place for it. Too bad the swords are there. We kinda love those swords.
"
1,8,112,Marshall:,"Well, those swords have been up there a long time.
"
1,8,113,Ted:,"I know, right? I'd really miss them too. So, maybe Marshall's room?
"
1,8,114,Lily:,"OK.
"
1,8,115,Ted:,"He was gonna take the swords down. Can you believe that?
"
1,8,116,Robin:,"Ted, why don't you just talk to him? He's your best friend.
"
1,8,117,Robin:,"One of your best friends. The point is, maybe it's time for some healthy communication.
"
1,8,118,Barney:,"Healthy communication? That's the worst idea ever. Look, you held off their first advance. That's good. Now it's time to counter-strike.
"
1,8,119,Ted:,"Yeah, well, what am I supposed to do?
"
1,8,120,Barney:,"You gotta mark your territory, and I don't mean missing the toilet. You gotta do something big.
"
1,8,121,Ted:,"What, like buy a new sofa?
"
1,8,122,Barney:,"Bigger.
"
1,8,123,Barney:,"Katie's here. OK, real quick, last night, epiphany! I realized what the world of dating needs. Ready? A lemon law.
"
1,8,124,Robin:,"A lemon law, like for cars.
"
1,8,125,Barney:,"Exactly. From the moment the date begins you have five minutes to decide whether you're going to commit to an entire evening. And if you don't, it's no hard feelings just good night, thanks for playing, see you never. Huh? Huh? The lemon law, it's gonna be a thing, possibly starting right now.
"
1,8,126,Barney:,"Hi Katie. Barney.
"
1,8,127,Katie:,"Hi, it's good to finally meet you.
"
1,8,128,Barney:,"Hm, yeah. Katie, you are about to be a part of history.
"
1,8,129,Barney (yelling to Katie as she leaves):,"Tell your friends.
"
