Season,Episode,Line Number,Speaker,Line
8,23,1,Narrator:,"In 1994, Robin's dad took her to New York City for the first time...
"
8,23,2,ROBIN SENIOR:,"R.J.!
"
8,23,3,(whispering):,"I'll be back for you.
"
8,23,4,Narrator:,"So while Robin searched for her something old, Lily and Marshall packed for their something new:
"
8,23,5,(coughing):,"Oh, my God.... Oh, my God.
"
8,23,6,Narrator:,"I looked it up.
"
8,23,7,Ted:,"Okay.
"
8,23,8,I got a big interview at 3:,"0
"
8,23,9,Narrator:,"Kids, as you know, ""The Bermuda Triangle""
"
8,23,10,(coughing):,"Take it.
"
8,23,11,(choked up):,"I...
"
8,23,12,Both:,"Woof, woof!
"
8,23,13,Narrator:,"Now, I'll admit, to the untrained eye, a few of my packing rulings may have seemed arbitrary.
"
8,23,14,(silly high-pitched voice):,"Please, Queen Kong... be gentle.
"
8,23,15,Italy. MARSHALL:,"Ted...
"
8,23,16,What I'm saying is:,"hockey is stupid and I'm point guy.
"
8,23,17,"Guys, trust me:","you're gonna want this chair in Italy.
"
8,23,18,"I only have one rule, you worthless maggots:","We all respect each other.
"
8,23,19,I only have one rule:,"For every three tens you bang, throw a bone to a five.
"
8,23,20,I have to be home by 4:,"0.
"
8,23,21,Narrator:,"Kids, you can't cling to the past.
"
8,23,22,"is off shooting laser guns with, oh, yeah, you guessed it:","my emotionally unavailable father.
"
8,23,23,Now I say to you the last words my father said to me:,"""Shoot me already.""
"
8,23,24,Both:,"Woof, woof.
"
8,23,25,(voice breaking):,"This is a sign.
"
8,22,1,Narrator:,"Kids, this is the story of the night Barney's life completely fell apart.
"
8,22,2,MAN (menacingly):,"Barney Stinson, you are being kidnapped.
"
8,22,3,But here's my dilemma:,"my average night is like an average guy's bachelor party.
"
8,22,4,Narrator:,"Kids, Barney was addicted to one Chinese gambling game that was, well, sort of complicated.
"
8,22,5,(imitates Al Gore):,"""catastrophic""""
"
8,22,6,Barney:,"Mind-blowing entertainment, like a naked fire show or a naked magic show.
"
8,22,7,TED (quietly):,"I told you no clown.
"
8,22,8,(chuckles):,"You are so funny.
"
8,22,9,Narrator:,"The Karate Kid
"
8,22,10,Ted:,"Wow.
"
8,22,11,Woman:,"Police. We got a noise complaint from...
"
8,22,12,QUINN:,"Okay, okay.
"
8,22,13,Marshall:,"How'd you even do that?
"
8,22,14,Ted:,"What the...?! LILY: Oh, my God, yeah!
"
8,22,15,Marshall:,"Oh, Quinn? Yeah?
"
8,22,16,RALPH:,"Yeah.
"
8,22,17,(sighs):,"Okay.
"
8,22,18,Narrator:,"Kids, I'll skip over the gambling.
"
8,22,19,(sneezes):,"Loser! Sorry, that was a real sneeze.
"
8,22,20,(laughs):,"Loser.
"
8,22,21,(laughs):,"Oh! Oh!
"
8,22,22,(whispers):,"Everywhere.
"
8,22,23,Narrator:,"Yep, kids, we had planned out every step of the night.
"
8,22,24,Robin:,"Barney will take the envelope of cash I gave him and head straight into our trap.
"
8,22,25,Robin:,"Meanwhile, I'll make sure
"
8,22,26,Marshall:,"Barney!
"
8,22,27,All:,"Surprise!
"
8,22,28,(laughs):,"Wow!
"
8,22,29,All:,"Mazel brov!
"
8,19,1,Narrator:,"In the spring of 2013, Barney and Robin were just weeks away from tying the knot. But there were still some pretty big issues they hadn't agreed on.
"
8,19,2,Barney:,"The Ho-be-gone Sleep System
"
8,19,3,Narrator:,"Woodworthy Manor was a show about an upper class
"
8,19,4,MAN (British accent):,"My word! You can't possibly mean...
"
8,19,5,WOMAN (British accent):,"But I do!
"
8,19,6,Narrator:,"Lily had just started a job as the art consultant for an eccentric billionaire, the Captain.
"
8,19,7,"Mondays, right? LILY:","Yeah.
"
8,19,8,(laughing):,"Oh... you mean my glare reduction lunettes.
"
8,19,9,(British accent):,"""The dowager will be less than pleased,""
"
8,19,10,(booming voice):,"My son.
"
8,19,11,Barney:,"Ted, wait.
"
8,19,12,"I'm sorry, dude. But, hey, look at it this way:","now you don't have to go to the ballet.
"
8,19,13,(whispering):,"Woodworthy Manor.
"
8,19,14,Narrator:,"Later that week, Barney came home to discover that Robin had a little surprise waiting for him.
"
8,19,15,(British accent):,"Hello, old bean.
"
8,19,16,Ted:,"And inspired by a character on Woodworthy Manor,
"
8,19,17,(British accent):,"Marvin.
"
8,19,18,(British accent):,"Oh, right, right, because it's a choice.
"
8,19,19,Robin:,"You know what's not a choice?
"
8,19,20,(booming voice):,"Get out!
"
8,19,21,(laughing):,"I know.
"
8,19,22,(British accent):,"I suppose there's a first time for everything.
"
8,24,1,Narrator:,"Kids, in the spring of 2013, we were all tying up loose ends before the big wedding.
"
8,24,2,Narrator:,"Barney and Robin were wrapping up rehearsal for their first dance.
"
8,24,3,Narrator:,"And Lily and Marshall were packing for their year in Italy.
"
8,24,4,(whispering):,"Is that my mom?
"
8,24,5,"Oh, oh, uh, okay, hey, Mom, better idea:","how about we all come visit you for a week?
"
8,24,6,"Okay, Mom, here's the plan:","um, Lily has to work, so Marvin and I will come visit you for a whole week, and I-I'll see if I can get a last-minute flight.
"
8,24,7,Both:,"Over a sandwich.
"
8,24,8,Woman:,"Excuse me.
"
8,24,9,We shouldn't let a couple... MAN:,"Nope, nope.
"
8,24,10,Both:,"Make those smug, obnoxious sons of bitches pay.
"
8,24,11,Narrator:,"So Aunt Lily and I drove up to Westchester.
"
8,24,12,Marshall:,"It is so much fun.
"
8,24,13,Marshall:,"I love crushed nuts.
"
8,24,14,Barney:,"""I'm probably saying some political stuff right now to sound smart.""
"
8,24,15,Man:,"What?
"
8,24,16,KRIRSTEN:,"Yes!
"
8,24,17,But real quick:,"If you let Judy come to Rome with us, you are going to have to find someone else to do your laundry and massage your feet.
"
8,24,18,(bad Southern accent):,"Now, counselor, are you absolutely sure?
"
8,24,19,Barney:,"Whoa. Is there going to be a fight?
"
8,24,20,Ted:,"They're happy.
"
8,24,21,Ted:,"Even now, after all these years,
"
8,24,22,Marshall:,"Bottle for Marvin during takeoff.
"
8,24,23,Lily:,"And hey, just think, one week from right now...
"
8,18,1,Marshall:,"This is the life.
"
8,18,2,Both:,"Bodacious.
"
8,18,3,Narrator:,"Kids, as you'll recall, Jeanette was the last girl I dated before I met your mother.
"
8,18,4,Narrator:,"That night was the big gallery show.
"
8,18,5,Narrator:,"That was the last bag of Skittles your Uncle Marshall would ever buy.
"
8,18,6,Marshall:,"Wow.
"
8,18,7,Narrator:,"He didn't.
"
8,18,8,Bogey at 10:,"0, and she is packing two fully-operational sweater stretchers.
"
8,18,9,(muttering):,"Hello.
"
8,18,10,Lily:,"This sucks.
"
8,18,11,Marshall:,"Oh, God.
"
8,18,12,"News flash, Johnny Ascot:","Lots of people have dead grandmas.
"
8,18,13,Barney:,"Okay, Neruda, this play is extremely complicated.
"
8,18,14,(Scottish accent):,"Now you're gettin' it, laddie!
"
8,18,15,(laughing):,"That's...
"
8,18,16,Ted:,"Jeanette,
"
8,18,17,JEANETTE:,"And for the grand finale, I found your fireworks.
"
8,18,18,Ted:,"No!
"
8,18,19,Barney:,"It's fine, Ted.
"
8,18,20,Narrator:,"And, kids...
"
8,18,21,Marshall:,"Oh... The boots...
"
8,15,1,Narrator:,"Kids, sometimes when you're about to give up on your love life forever for the 17th time, destiny intervenes.
"
8,15,2,But here's the thing about Ted Mosby:,"he doesn't give up.
"
8,15,3,Marshall:,"She could've knocked on any door to find someone to fix her stereo, but she knocked on mine.
"
8,15,4,Narrator:,"They were right.
"
8,15,5,(bad British accent):,"I'm bloody good on the pommel 'orse.
"
8,15,6,"Damn, I always forget the little one. TED:","All right.
"
8,15,7,Robin:,"You know what?
"
8,15,8,Barney:,"What do you mean?
"
8,15,9,Robin:,"""You are so beautiful. ""Why can't you see me? ""Someday, I'll make you see me ""and we'll be together. ""P.S. I love you. ""P.S. I love you. P.S. I love you. ""P.S. I love you. ""P.S. I love you. P.S. I love you.
"
8,15,10,(echoes):,"P.S. I love you, you, you.""
"
8,15,11,Barney:,"This is ""ridikilus.""
"
8,15,12,Narrator:,"Thankfully, unlike Uncle Barney, I wasn't the kind of guy to fixate on one little detail.
"
8,15,13,Ted:,"Could not
"
8,15,14,(laughing):,"No.
"
8,15,15,Robin Sparkles:,"Underneath the Tunes
"
8,15,16,"Again, I have to go with:","what in God's name is that?
"
8,15,17,Narrator:,"Kids, relationships are built on trust.
"
8,15,18,Ted:,"Could not
"
8,15,19,Announcer:,"With her jelly bracelets, graffiti coat, and totally rad robot, no one symbolized the 1990s in Canada like Robin Sparkles.
"
8,15,20,Lily:,"Yeah.
"
8,15,21,Announcer:,"Sparkles' hit records...
"
8,15,22,Announcer:,"But after endless touring, Robin started to crack.
"
8,15,23,Announcer:,"Robin's next song,
"
8,15,24,Ted:,"This is the most
"
8,15,25,"♪ You, you're beautiful ALEX TREBEK:","That day is now
"
8,15,26,PAUL SHAFFER:,"It was horrifying on so many levels.
"
8,15,27,Announcer:,"Speculation began immediately.
"
8,15,28,Announcer:,"But one name comes up more than any other.
"
8,15,29,We watched Robin Sparkles:,"Underneath the Tunes today.
"
8,15,30,(laughs):,"Stop asking.
"
8,15,31,NARRATOR (laughs):,"I always liked that joke.
"
8,15,32,All:,"Who?
"
8,15,33,All:,"Paul Shaffer?
"
8,15,34,Ted:,"Just like Jeanette.
"
8,15,35,Lily:,"I saw you at orientation and I needed an excuse to meet you, so...
"
8,15,36,Narrator:,"Before a man meets the woman he'll marry, he'll make one final, horrible mistake.
"
8,15,37,♪ Made me promise to say ROBIN (reading):,"♪ I'm totally a slacker and I don't even care ♪
"
8,1,1,Narrator:,"That story transpired in May of 2012.
"
8,1,2,"Oh, my God, why don't you both just admit it:","You're deliriously exhausted.
"
8,1,3,Both:,"We're fine!
"
8,1,4,Marshall:,"Yes, Robin.
"
8,1,5,Narrator:,"Meanwhile, I was also gloriously happy, driving off into the sunset with Victoria, who left her fiance Klaus at the altar for me.
"
8,1,6,Robin:,"Hey, Barney, uh...
"
8,1,7,But I guarantee you:,"Quinn is gonna find out eventually.
"
8,1,8,Both:,"Ooooooh...
"
8,1,9,Marshall:,"Barney... you go get that girl.
"
8,1,10,"Yeah, it's 20 after 7:","0.
"
8,1,11,I can still make the 8:,"5 back to the city.
"
8,1,12,Narrator:,"And suddenly it hit me: a way to absolve Victoria of any blame.
"
8,1,13,Robin:,"Okay, well, what I was saying is...
"
8,1,14,Narrator:,"And so, Victoria and I were back where we started.
"
8,1,15,I-I just have one quick question:,"Victoria seems like a great girl.
"
8,1,16,There is a word in German:,"Lebenslangerschicksalsschatz.
"
8,1,17,Narrator:,"And he was right.
"
8,14,1,Robin:,"I was gonna go with ""chastity bracelet.""
"
8,14,2,Ted:,"Really? Really? I just saved someone's life, and you guys are focusing on this?
"
8,14,3,(quietly):,"In six and a half months.
"
8,14,4,The only thing that would make her more of a 20-year-old is an ironic form of transportation. BARNEY:,"Yeah.
"
8,14,5,Ted:,"I didn't buy this to get a date.
"
8,14,6,"I just happened to be out catching up on some Saturday afternoon leather cuff shopping, ROBIN:","Oh. and she just happened to be a leather cuff saleswoman.
"
8,14,7,Robin:,"Anyway, speaking of engaged, check out what got back from being resized.
"
8,14,8,Ted:,"Okay.
"
8,14,9,Narrator:,"So what if my friends thought it was doomed?
"
8,14,10,Lily:,"Wow.
"
8,14,11,RING (whispers):,"You're not precious.
"
8,14,12,"Look, bottom line:","I need you to proxy bang this girl for me.
"
8,14,13,(imitates Sean Connery):,"Yeah, that conquest was most enjoyable.
"
8,14,14,(whispers):,"They won't be!
"
8,14,15,Robin:,"Damn it, ring!
"
8,14,16,Robin:,"Well, you're right--
"
8,14,17,Narrator:,"That night, the only person in worse shape than Robin was her fiancé.
"
8,14,18,(panting):,"Ted, I'm desperate.
"
8,14,19,(quietly):,"Mm-hmm.
"
8,14,20,Ted:,"Wait, did you steal my dream journal?
"
8,14,21,(sighs):,"Oh, that is so hot.
"
8,14,22,Narrator:,"Okay, I'm pretty sure it wasn't that bad,
"
8,14,23,Barney:,"But you two have to get married--
"
8,14,24,Lily:,"Hey, Marshall, you got to see this.
"
8,2,1,Narrator:,"Kids, the summer of 2012 was the Summer of Love.
"
8,2,2,"And, sidebar:","why do men think women like to be honka-honka'd?
"
8,2,3,"Oh, my God, it's 9:","0 a.m.
"
8,2,4,Women:,"Best husband ever.
"
8,2,5,Others:,"You're crazy.
"
8,2,6,Narrator:,"But a funny thing happened that night.
"
8,2,7,Marshall:,"But on this one, he may have a point. I mean, look... the idea of renegotiating the terms of the relationship, that's valid.
"
8,2,8,NICK:,"(scoffs): No.
"
8,2,9,Women:,"Like what?
"
8,2,10,Narrator:,"And just like that... one of these four couples would break up the very next day.
"
8,2,11,Lily:,"Okay,
"
8,2,12,Robin:,"Was it really that high?
"
8,2,13,"(deep, echoing):","Never do that again!
"
8,2,14,Robin:,"Barney's prenup
"
8,2,15,Robin:,"The TV happened
"
8,2,16,Robin:,"I get... turned on watching myself do the news during s*x.
"
8,2,17,Lily:,"Wait.
"
8,2,18,So when you're doing the news live at 7:,"0, you wink to future you watching the rebroadcast at 11:00?
"
8,2,19,(sobs):,"I'm so sorry.
"
8,2,20,Ted:,"There is, little lady. I've got a guest room.
"
8,2,21,Robin:,"Oh...
"
8,2,22,VICTORIA:,"I'll admit,
"
8,2,23,KLAUS:,"Yes, I can hear you.
"
8,2,24,(quietly):,"That's it.
"
8,2,25,Marshall:,"So we're just here to ensure he doesn't sign anything he'll regret.
"
8,2,26,Barney:,"Hang on a second. ""A half million dollar fine ""any time Mr. Stinson can't 'rise to the occasion,' cue sad slide whistle sounds""?
"
8,2,27,Barney:,"Wait, I'm confused.
"
8,2,28,MEN:,"Oh, God.
"
8,2,29,Marshall:,"Okay, you know what?
"
8,2,30,Narrator:,"And for a moment, all felt right with the world.
"
8,2,31,ROBIN (on TV):,"...wish you a very safe and pleasant evening.
"
8,2,32,KLAUS (distantly):,"Gute Nacht.
"
8,2,33,All:,"Ahh...
"
8,2,34,LUDWIG:,"Wilhelm!
"
8,16,1,Narrator:,"Kids, early in this story, you may recall me saying something along the lines of...
"
8,16,2,Narrator:,"...and really mean it.
"
8,16,3,Narrator:,"But let's back up a little bit.
"
8,16,4,Narrator:,"I had a point, and they knew it.
"
8,16,5,Narrator:,"Now, kids, what Lily didn't realize--
"
8,16,6,Narrator:,"So the next night, I met her in a public place so she wouldn't flip out.
"
8,16,7,Narrator:,"Meanwhile, Lily and Robin were out getting lunch, when disaster struck.
"
8,16,8,Narrator:,"Now, a few months earlier, the East Coast had been hit by a bad storm, and some intelligent, forward-thinking New Yorkers took it as a wake-up call, making sure to stock their bedrooms with enough
"
8,16,9,JEANETTE:,"In a minute!
"
8,16,10,WOMAN (over radio):,"All units, all units.
"
8,16,11,Narrator:,"And that, kids, was how I found out
"
8,16,12,(Boston accent):,"Is she a cop?!
"
8,16,13,(Boston accent):,"I think she's a cop!
"
8,16,14,JEANETTE:,"They can stay.
"
8,16,15,Robin:,"All gone.
"
8,16,16,(screams):,"No!
"
8,16,17,(quietly):,"This is exhilarating.
"
8,16,18,Narrator:,"And there were.
"
8,16,19,(whispers):,"Robin.
"
8,16,20,It's 3:,"0 in the morning.
"
8,16,21,(whispers):,"Really?
"
8,16,22,(whispers):,"Lily! Lily!
"
8,17,1,Narrator:,"Kids, you remember the Captain.
"
8,17,2,Marshall:,"He sounds pissed.
"
8,17,3,(chuckling):,"Oh, boy, yeah.
"
8,17,4,Ted:,"You weren't there.
"
8,17,5,Ted:,"Man, this guy's so rude.
"
8,17,6,BECKY:,"Boats, boats, boats!
"
8,17,7,Robin:,"And the Captain wasn't glaring at you.
"
8,17,8,Robin:,"Then, after I saved you from destroying
"
8,17,9,Barney:,"Robin, no, I don't want
"
8,17,10,Barney:,"Ah, great.
"
8,17,11,All:,"Yes. LILY: Oh, right.
"
8,17,12,Robin:,"No!
"
8,17,13,Lily:,"Then, after I saved you from destroying
"
8,17,14,TED (yelling):,"No...!
"
8,17,15,Narrator:,"And so the next day, Lily returned to the Captain's apartment.
"
8,3,1,Narrator:,"Kids, October of 2012 kicked off The Autumn of Breakups.
"
8,3,2,"""Bangtoberfest:","This Time It's Really Not Personal.""
"
8,3,3,(laughing):,"Blew up the house?
"
8,3,4,Marshall:,"Are you sure this poo-poo didn't happen on your watch and you just ran out the clock until it was my problem?
"
8,3,5,(chuckles):,"Oh, yeah. Yeah, yeah, right.
"
8,3,6,Lily:,"I can't believe I have to go back to work on Monday and we still haven't found a nanny.
"
8,3,7,(chuckles):,"Are you kidding?
"
8,3,8,Narrator:,"Kids, when you're in a new relationship and you're competing with your ex for who's happier, it can get ugly.
"
8,3,9,Narrator:,"The next day, Lily and Marshall's nanny search hit pay dirt.
"
8,3,10,(British accent):,"Mr. and Mrs. Eriksen, I promise to create a safe, nurturing environment full of learning, laughter and love.
"
8,3,11,(Boston accent):,"Ten unpaid parking tickets?
"
8,3,12,(normal voice):,"No!
"
8,3,13,(Boston accent):,"You're better than this, Barney!
"
8,3,14,(deep voice):,"Well, the evidence is pretty incriminating, but...
"
8,3,15,(normal voice):,"Damn it! What?
"
8,3,16,Narrator:,"But Lily and Marshall needed a nanny, so they forged ahead with their search.
"
8,3,17,(coughs):,"I'm available.
"
8,3,18,(coughs):,"I'm available.
"
8,3,19,(coughs):,"I wasn't talking to you.
"
8,3,20,Narrator:,"Finally, they met Julie Jorgensen.
"
8,3,21,Lily:,"Yay.
"
8,3,22,Narrator:,"That night, Lily and Marshall called Julie hoping she'd accept the job.
"
8,3,23,Both:,"Barney!
"
8,3,24,"Barney, quick question:","why are you interviewing nannies?
"
8,3,25,Barney:,"And there it was.
"
8,3,26,(whispering):,"but one, he's napping, and two, he doesn't exist.
"
8,3,27,"And in the end, the coroner's report confirmed what I already feared:","the female body cannot withstand that many consecutive orgasms.
"
8,3,28,Narrator:,"So, just as Lily was about to call in sick on her first day back to work...
"
8,3,29,Narrator:,"Both relationships would implode within the month.
"
8,3,30,5:,"0.
"
8,3,31,Mickey:,"Well, when I came back this morning from my jog, Marshall was gone, and I couldn't find Mrs. What's-her-face.
"
8,3,32,Lily:,"Then, why did I wake up
"
8,3,33,How am I gonna make it to 3:,"0 without her?
"
8,3,34,(Boston accent):,"Ten parking tickets, huh?
"
8,3,35,(normal voice):,"Why did I ever doubt a classic?
"
8,3,36,MRS. BUCKMINSTER:,"Now, now, now.
"
8,7,1,Here's what you do:,"hit a few strip clubs in Jersey and Long Island.
"
8,7,2,All:,"Oh...
"
8,7,3,All:,"No!
"
8,7,4,Lily:,"Hey, you guys should check out that song by the band Dishwalla.
"
8,7,5,Ted:,"Really? I've never heard of them.
"
8,7,6,"Bottom line, Vito:","a lot of strip clubs are into my client.
"
8,7,7,One question:,"Golden Oldies just sent me a fax machine and a Charo calendar.
"
8,7,8,Ted:,"What is Generation X?
"
8,7,9,Lily:,"Ted, that beret looks stupid.
"
8,7,10,TED (French accent):,"I look magnifique !
"
8,7,11,(high-pitched):,"I don't remember that!
"
8,7,12,Now let's go. It is 4:,"0, and their dinner show starts in ten minutes.
"
8,7,13,(on video):,"Do it, do it, do it, do it.
"
8,7,14,Ted:,"Don't think, Mosby! Do it now! Oh, my God, I'm doing it!
"
8,7,15,Lily:,"And then you build to something else small, like a tasty snack.
"
8,7,16,Lily:,"And when Honeywell starts trusting your stamp again, he'll seek out your opinion on things.
"
8,7,17,TED (on video):,"So...
"
8,7,18,Marshall:,"She is.
"
8,7,19,TED (on video):,"I mean, maybe take a month off, bang a couple chicks.
"
8,7,20,(voice breaks):,"I have nothing but the utmost respect for you skanks.
"
8,7,21,Narrator:,"The next day, Uncle Marshall went to court for the biggest case of his life.
"
8,7,22,Narrator:,"And so began the trial that would change the course of Marshall's career.
"
8,7,23,"Oh, you see?! This is what I miss about being single:","cutting loose at a strip club, drinkin' some beers, seein' some boobs, getting thrown out for being ""too handsy.""
"
8,13,1,Narrator:,"Kids, in late 2012, I received a very important text message. Uncle Barney and Aunt Robin were engaged, marking a truly happy time for our little group. The problem was one of us was definitely not happy.
"
8,13,2,Marshall:,"Food going in isn't the problem, it's what's coming out, or not coming out.
"
8,13,3,Lily:,"Yeah, normally I wouldn't wish one of his dirty diapers on my worst enemy, but now I kind of miss popping the hood in the morning and finding that first big juicy, black...
"
8,13,4,Marshall:,"I have a feeling at this point, Rip Taylor is Rip Taylor in a diaper.
"
8,13,5,Marshall:,"Hey, Robin, where's Barney?
"
8,13,6,ROBIN (quietly):,"Oh, my God.
"
8,13,7,Barney:,"Lily, do you remember the band you guys almost hired for your wedding?
"
8,13,8,Marshall:,"He said no?
"
8,13,9,Narrator:,"The next day, Uncle Barney met Robin's dad for lunch at the same restaurant.
"
8,13,10,Man:,"Would either of you like a mudslide?
"
8,13,11,Robin:,"Ugh! God, this is, like, the fifteenth time my dad has sent me a friend request.
"
8,13,12,Begged my mom to burn those. TED:,"Robin, trust me, no good can come from accepting that friend request.
"
8,13,13,"Since you obviously have no interest in involving me in your personal life, I may as well tell you:","Barney and I are already engaged.
"
8,13,14,"Sure, bands seem cool with their nice suits and their well-rehearsed moves, but let's be honest:","bands let you down.
"
8,13,15,But I just need to know:,"(Boston accent): Are you a cop? I'm not a cop!
"
8,13,16,Narrator:,"Kids, at that point in my life,
"
8,13,17,Narrator:,"But when I saw that text message, and found out Robin was engaged, it was like:
"
8,13,18,Narrator:,"And, no, it wasn't confetti.
"
8,13,19,Narrator:,"That night, Robin agreed
"
8,13,20,Narrator:,"I made a pretty strong case that night, but in the end, she didn't want a DJ.
"
8,13,21,Narrator:,"And, kids, ""lucky"" doesn't even begin to describe it.
"
8,13,22,Narrator:,"Because if Barney and Robin had taken my stupid advice and hired a DJ... I never would have met your mother.
"
