Season,Episode,Line Number,Speaker,Line
9,8,14,NARRATOR,"And then, in her anger, Lily gave me a piece of advice about which she would later say...
"
9,8,15,NARRATOR,"And so I made up my mind to settle for Cassie.
"
9,8,16,NARRATOR,"Still, I felt optimistic.
"
9,8,17,Remember,"happy wife, happy life.
"
9,8,18,(laughing),"Oh, I don't think I should...
"
9,8,19,CROWD (chanting),"Eggs! Eggs! Eggs! Eggs! Eggs! Eggs!
"
9,8,20,What the Ohio State Board of Holistic Medicine has repeatedly told me I'm in no way qualified to do,"my job.
"
9,8,21,CLINT,"♪ Gonna resolve some conflicts ♪
"
9,8,22,LORETTA,"People ever line up like this for your mom's eggs?
"
9,8,23,(strained),"Oh, my God. One more.
"
9,8,24,NARRATOR,"And, kids, as I stood on that lighthouse and looked at that girl, I felt something happen inside me, something that had only happened one other time in my entire adult life.
"
9,8,25,ROBIN,"Okay, scrambled eggs.
"
9,8,26,DAPHNE,"This is ridiculous.
"
9,8,27,LILY,"Oh, mama, that was some bad advice.
"
9,8,28,NARRATOR,"And that, kids, is the kind of stupid thing you say before you've met the person who hits the reset button on the world, who makes everything new again, who makes it seem ridiculous that you ever considered settling, because not two years later...
"
9,9,1,TED,"I can't believe your mom's not coming to the wedding?
"
9,9,2,NARRATOR,"Diapers and Samosas. Oh, that's about something that happened six months earlier in the fall of 2012.
"
9,9,3,BOTH,"Major craving for a mojito.
"
9,9,4,Symposium,"two people are only platonic if in the next 20 minutes there is no chance of them hooking up.
"
9,9,5,NARRATOR,"Marshall and Robin wouldn't hook up even if this happened:
"
9,9,6,TED,"Oh, yes!
"
9,9,7,MARSHALL,"The blue French horn, it's so romantic!
"
9,9,8,EDDIE,"Mr. Sparks?
"
9,9,9,Ryan? ROBIN,"No.
"
9,9,10,HAMMOND DRUTHERS,"Ted?
"
9,9,11,NARRATOR,"And that's how Barney met your mother.
"
9,21,1,TED,"Hi.
"
9,21,2,(laughs),"Yeah. Yeah. Yeah. Yeah.
"
9,21,3,(whispers),"I got you.
"
9,21,4,Here's the deal,"you get to tell us one more interesting fact about Teddy Roosevelt.
"
9,21,5,TED,"Well, one night, we were throwing a party to celebrate... something--
"
9,21,6,ALL,"...the archetype of the modern politician!
"
9,21,7,TED,"Dude, knock it off.
"
9,21,8,GARY,"Knock what off, bro?
"
9,21,9,TED,"And so the standoff continued, hours passed... then days.
"
9,21,10,LILY,"Did you just say Gary Blauman?
"
9,21,11,Here's the part that still keeps me up at night,"the fourth fry he took...
"
9,21,12,(yells),"the fourth fry he took...
"
9,21,13,MARSHALL,"You take a man's wife before you take his accidental curly.
"
9,21,14,LILY,"If you wanted curly fries so bad, why not just order them in the first place?
"
9,21,15,Wow. ZABKA,"Good point.
"
9,21,16,NARRATOR,"Eight years earlier, I probably would've given some embarrassing speech, confessed my love and scared her off.
"
9,21,17,(quietly),"Yeah.
"
9,21,18,MARSHALL,"I don't know.
"
9,21,19,NARRATOR,"And that's how it goes, kids.
"
9,21,20,ROBIN (over phone),"Because sometimes I just feel like he never listens to me, you know?
"
9,21,21,ROBIN,"Damn it, Patrice, I'm not finished!
"
9,23,1,(whispers),"No.
"
9,23,2,TED,"That son of a bitch did it.
"
9,23,3,BARNEY,"Hey! Bass player.
"
9,23,4,(whispers),"Congratulations.
"
9,23,5,(whispers),"Thank you.
"
9,23,6,(imitating E.T.),"I'll be right... here.
"
9,23,7,I just... I just realized,"Who am I gonna high five now?
"
9,23,8,TED and BARNEY,"Aah!
"
9,23,9,(whispers),"All right. Just be cool, lady. Damn.
"
9,23,10,MARSHALL,"This is so strange, you know, now that Ted's gone, it's just a... a different vibe.
"
9,23,11,MARSHALL,"Why does he keep doing this?
"
9,23,12,BARNEY,"A hot air balloon?
"
9,23,13,LILY,"We just peeked in on Penny asleep in the baby room.
"
9,23,14,"Before I answer that, real quick","you want to get super drunk and have s*x right now?
"
9,23,15,MARSHALL,"I really liked the boner joke of the day.
"
9,23,16,ROBIN,"How do you do this, Ted? How do you sit out here all night on the roof in the cold and still have faith your pumpkin's gonna show up?
"
9,23,17,2,"3 in the morning, but... this seems as nice a spot as any to just, you know... sit and wait.
"
9,23,18,BARNEY,"Oh, my scrotum!
"
9,23,19,Here's what the gang is,"the gang is a married couple who I never see anymore, about to have their third kid; it's my ex-husband, hitting on slutty cops right in front of me; and it's the guy I probably should have ended up with with the beautiful mother of his child.
"
9,23,20,LILY,"Marshall's almost here.
"
9,23,21,(laughing),"Okay.
"
9,23,22,2,"0 a.m.
"
9,23,23,10,"0 p.m.
"
9,23,24,9,"5.
"
9,23,25,3,"0 a.m.
"
9,23,26,"Okay, in addition to you guys not going home before 4","0 a.m.-- yes, it's up to 4:00 now... new rule: anytime anyone talks about something sad, we stay out an extra hour.
"
9,23,27,5,"0 a.m. To be fair, tonight's just us hanging out until 10:00 p.m., tops.
"
9,23,28,BARNEY,"Um, yes, it is. Um, no, it's not.
"
9,23,29,"I love you, Marshmallow. TED","Oh.
"
9,23,30,1,"5 a.m.
"
9,23,31,TED,"I will be awakened by screaming children in less than...
"
9,23,32,(crying),"four-and-a-half hours.
"
9,23,33,BARNEY,"You're staying.
"
9,23,34,(deep voice),"He stays.
"
9,23,35,(strained),"Crushing... windpipe.
"
9,23,36,(whoops) MARSHALL,"Hey, so are you guys ever gonna tie the knot or are you... are you just comfortable living in sin?
"
9,23,37,Sustained. THE MOTHER,"Yeah.
"
9,23,38,BARNEY,"Aw!
"
9,23,39,LILY,"Aw, Barney, you know this is all fake, right?
"
9,23,40,BARNEY,"Well, recently, I decided to attempt... a perfect month.
"
9,23,41,TED,"Another fun fact about the Goliath National Bank building, the sleek but historical facade has been described by Architecture Vision Monthly as ""modern classicism.""
"
9,23,42,(laughs),"Hi, Penny.
"
9,23,43,MARSHALL,"I know, baby.
"
9,23,44,(laughs),"Just give it back.
"
9,23,45,LILY,"I can't believe it.
"
9,23,46,3,"0 a.m. tonight.
"
9,23,47,9,"5!
"
9,23,48,(chuckles),"Shots?
"
9,23,49,OTHERS,"...Evelyn Mosby.
"
9,23,50,OTHERS,"Hear, hear.
"
9,23,51,NARRATOR,"Aunt Lily wasn't wrong.
"
9,23,52,"I carried that lesson with me through every stupid fight we ever had, every 5","0 a.m. Christmas morning, every sleepy Sunday afternoon, through every speed bump.
"
9,23,53,(laughs),"What? No, I didn't.
"
9,23,54,Excuse me. It even has my initials on it right here,"T.M.
"
9,23,55,Those are my initials,"T.M.
"
9,23,56,"Terribly Mistaken, because this umbrella has always belonged T.M.","To Me.
"
9,23,57,(laughs),"Hi.
"
9,23,58,(sighs),"We'll work on that.
"
9,22,1,NARRATOR,"Kids, it's not always rational, but people on their wedding day sometimes find themselves panicking about whether they've made the best choice.
"
9,22,2,NARRATOR,"But lucky for Barney, he was marrying a rock.
"
9,22,3,(laughs),"Okay.
"
9,22,4,(laughs),"Barney had to wrestle it away from four baby pigeons.
"
9,22,5,(retching),"Oh. Oh, God.
"
9,22,6,MARSHALL,"You took part in the bearded Wonder Woman incident of 2007?
"
9,22,7,MARSHALL,"Heads up!
"
9,22,8,BARNEY,"Oh!
"
9,22,9,MARSHALL,"Are you watching Marvin?
"
9,22,10,LILY,"I'm dumping out.
"
9,22,11,NARRATOR,"There it was-- the words that some deep, dark part of me
"
9,22,12,NARRATOR,"And that's how Robin met your mother.
"
9,22,13,(chuckles),"so...
"
9,22,14,So... here's all I'll say,"when I'm overwhelmed, I force myself to do one simple thing before I have to make a decision: close my eyes and take three deep breaths.
"
9,22,15,(quietly),"What is it?
"
9,22,16,NARRATOR,"Kids, I won't lie, that was a long weekend.
"
9,22,17,"Here's the secret, kids","none of us can vow to be perfect.
"
9,19,1,THE MOTHER,"Wait, stop.
"
9,19,2,THE MOTHER,"Took over the bar, met the Arizona Tech marching band-- ""Go Hens!""-- and they played ""Auld Lang Syne"" when Marshall picked up Lily at the airport.
"
9,19,3,THE MOTHER,"Tried to put Christmas lights on Lily's grandparents' house and the little ragamuffin from next door left him stranded on the roof?
"
9,19,4,"""Barney & Robin","Lovers Foreve,[/i] rand Ever and Ever: A Love Story.""
"
9,19,5,BARNEY,"God, you're gorgeous.
"
9,19,6,CURTIS,"I'm sorry, did... did I hear you guys talking about
"
9,19,7,"Oh, hey, quick question","is it weird to get married in a suit that you may have worn while banging a female rodeo clown?
"
9,19,8,(crying),"At the very same church.
"
9,19,9,(sobbing),"I can't! I can't.
"
9,19,10,TED,"And then I think it hit all of us.
"
9,19,11,TED,"That's the story.
"
9,24,1,(whispers),"No.
"
9,24,2,TED,"That son of a bitch did it.
"
9,24,3,BARNEY,"Hey! Bass player.
"
9,24,4,(whispers),"Congratulations.
"
9,24,5,(whispers),"Thank you.
"
9,24,6,(imitating E.T.),"I'll be right... here.
"
9,24,7,I just... I just realized,"Who am I gonna high five now?
"
9,24,8,TED and BARNEY,"Aah!
"
9,24,9,(whispers),"All right. Just be cool, lady. Damn.
"
9,24,10,MARSHALL,"This is so strange, you know, now that Ted's gone, it's just a... a different vibe.
"
9,24,11,MARSHALL,"Why does he keep doing this?
"
9,24,12,BARNEY,"A hot air balloon?
"
9,24,13,LILY,"We just peeked in on Penny asleep in the baby room.
"
9,24,14,"Before I answer that, real quick","you want to get super drunk and have s*x right now?
"
9,24,15,MARSHALL,"I really liked the boner joke of the day.
"
9,24,16,ROBIN,"How do you do this, Ted? How do you sit out here all night on the roof in the cold and still have faith your pumpkin's gonna show up?
"
9,24,17,2,"3 in the morning, but... this seems as nice a spot as any to just, you know... sit and wait.
"
9,24,18,BARNEY,"Oh, my scrotum!
"
9,24,19,Here's what the gang is,"the gang is a married couple who I never see anymore, about to have their third kid; it's my ex-husband, hitting on slutty cops right in front of me; and it's the guy I probably should have ended up with with the beautiful mother of his child.
"
9,24,20,LILY,"Marshall's almost here.
"
9,24,21,(laughing),"Okay.
"
9,24,22,2,"0 a.m.
"
9,24,23,10,"0 p.m.
"
9,24,24,9,"5.
"
9,24,25,3,"0 a.m.
"
9,24,26,"Okay, in addition to you guys not going home before 4","0 a.m.-- yes, it's up to 4:00 now... new rule: anytime anyone talks about something sad, we stay out an extra hour.
"
9,24,27,5,"0 a.m. To be fair, tonight's just us hanging out until 10:00 p.m., tops.
"
9,24,28,BARNEY,"Um, yes, it is. Um, no, it's not.
"
9,24,29,"I love you, Marshmallow. TED","Oh.
"
9,24,30,1,"5 a.m.
"
9,24,31,TED,"I will be awakened by screaming children in less than...
"
9,24,32,(crying),"four-and-a-half hours.
"
9,24,33,BARNEY,"You're staying.
"
9,24,34,(deep voice),"He stays.
"
9,24,35,(strained),"Crushing... windpipe.
"
9,24,36,(whoops) MARSHALL,"Hey, so are you guys ever gonna tie the knot or are you... are you just comfortable living in sin?
"
9,24,37,Sustained. THE MOTHER,"Yeah.
"
9,24,38,BARNEY,"Aw!
"
9,24,39,LILY,"Aw, Barney, you know this is all fake, right?
"
9,24,40,BARNEY,"Well, recently, I decided to attempt... a perfect month.
"
9,24,41,TED,"Another fun fact about the Goliath National Bank building, the sleek but historical facade has been described by Architecture Vision Monthly as ""modern classicism.""
"
9,24,42,(laughs),"Hi, Penny.
"
9,24,43,MARSHALL,"I know, baby.
"
9,24,44,(laughs),"Just give it back.
"
9,24,45,LILY,"I can't believe it.
"
9,24,46,3,"0 a.m. tonight.
"
9,24,47,9,"5!
"
9,24,48,(chuckles),"Shots?
"
9,24,49,OTHERS,"...Evelyn Mosby.
"
9,24,50,OTHERS,"Hear, hear.
"
9,24,51,NARRATOR,"Aunt Lily wasn't wrong.
"
9,24,52,"I carried that lesson with me through every stupid fight we ever had, every 5","0 a.m. Christmas morning, every sleepy Sunday afternoon, through every speed bump.
"
9,24,53,(laughs),"What? No, I didn't.
"
9,24,54,Excuse me. It even has my initials on it right here,"T.M.
"
9,24,55,Those are my initials,"T.M.
"
9,24,56,"Terribly Mistaken, because this umbrella has always belonged T.M.","To Me.
"
9,24,57,(laughs),"Hi.
"
9,24,58,(sighs),"We'll work on that.
"
9,18,1,NARRATOR,"Kids... the story behind that vow took place the morning of Barney and Robin's wedding.
"
9,18,2,ROBIN,"Found him.
"
9,18,3,BOTH,"Uh-oh.
"
9,18,4,(whispering),"I didn't really spill some iced tea on him.
"
9,18,5,MARSHALL,"That's it!
"
9,18,6,NARRATOR,"Yeah, he'd wind up breaking that vow.
"
9,18,7,WOMAN,"In other elections today, in the race for New York State Supreme Court, Judge Brad Morris...
"
9,18,8,(slurring),"Come again for Judge Fudge?
"
9,18,9,LILY,"Okay, well, that will be all at this time, thank you.
"
9,18,10,NARRATOR,"See, over the years, we'd all come to experience something Barney called...
"
9,18,11,TED,"Look.
"
9,18,12,TED,"Hang on.
"
9,18,13,NARRATOR,"And the craziest part was...
"
9,18,14,ROBIN,"Okay, we somehow have to get this leaky barf bag back on his feet before the wedding pictures.
"
9,18,15,WOMAN,"Say cheese.
"
9,18,16,ALL,"Cheese!
"
9,18,17,ROBIN,"No!
"
9,18,18,And I'll race down to the spa to keep my 8,"5 mani and pedi.
"
9,18,19,BOTH,"Come on, honey.
"
9,18,20,NARRATOR,"Yeah. She would.
"
9,18,21,LILY,"My baby boy's in college.
"
9,18,22,(quietly),"Saved it.
"
9,18,23,NARRATOR,"Kids, you see where this is going.
"
9,18,24,NARRATOR,"And that's the first and last time I ever ate bacon.
"
9,18,25,ALL,"Huh?
"
9,18,26,BARNEY,"I don't believe this.
"
9,18,27,MARSHALL,"And, look, some good came out of all this.
"
9,18,28,NARRATOR,"Kids, no matter how hard we try, even the best of us go a little too wild sometimes.
"
9,18,29,(whispers),"Happy New Year. Okay.
"
9,18,30,BOTH,"Mommy!
"
9,15,1,You know my mom's rule,"Nothing good happens after 2:00 a.m.
"
9,15,2,Just like I don't buy what her son told me,"""Let's go away for one last weeken,[/i] dbefore the baby comes.
"
9,15,3,THE MOTHER,"Okay.
"
9,15,4,TED,"Oh, here we go.
"
9,15,5,LILY,"Oh, baby, I missed you so much.
"
9,15,6,NARRATOR,"Ever since Lily heard that Marshall had accepted an offer to be a judge, thus jeopardizing their planned year in Italy, they both knew a big fight was coming.
"
9,15,7,NARRATOR,"See, Lily and Marshall had a long tradition of hitting ""pause"" on their arguments.
"
9,15,8,NARRATOR,"Sometimes, they paused to keep their fights from subtly changing subjects.
"
9,15,9,NARRATOR,"And now that they were paused, Marshall realized he would do anything to stay paused for as long as he could.
"
9,15,10,MARSHALL,"Screw tomorrow!
"
9,15,11,MARSHALL,"I mean, uh... come on, you know, uh, what time is it, anyway?
"
9,15,12,And now... the best thing to come out of my cross-country trip,"a little segment I like to cal,[/i] lEmbarrassing Souvenirs I Picked Up From Ted's Childhood Home.""
"
9,15,13,(laughing),"This is fun.
"
9,15,14,TED (recorded),"I wuv you, Mommy.
"
9,15,15,ROBIN,"I want to see that picture more than I want to get married!
"
9,15,16,(deep voice),"Oo yah maya stupa koon!
"
9,15,17,NARRATOR,"Over the years, we'd seen all sorts of levels of Barney's drunkenness.
"
9,15,18,NARRATOR,"""Richard Dawson drunk...""
"
9,15,19,NARRATOR,"""Big plans with strangers drunk...""
"
9,15,20,NARRATOR,"And ""Marcel Marceau drunk...""
"
9,15,21,MARSHALL,"Screw tomorrow!
"
9,15,22,"Uh, Barney... who's taller","me or you?
"
9,15,23,BARNEY,"Well, that night, we were in my car...
"
9,15,24,♪ More bugs MARSHALL,"It's working! It's working!
"
9,15,25,LILY,"Marshall, are you all right?
"
9,15,26,NARRATOR,"Kids, I won't bother you with the number... but it was a crapload.
"
9,15,27,NARRATOR,"And so we did it.
"
9,15,28,TED,"I wuv you, Mommy.
"
9,15,29,NARRATOR,"Kids, in all the time we knew Barney, there was one question he would always answer the same way.
"
9,15,30,BARNEY,"Well, as you know, back in my hippie days, a business man came into my coffee shop, told me money was all that mattered, and stole my girlfriend.
"
9,15,31,TED,"Wait.
"
9,15,32,NARRATOR,"And then, kids, Barney revealed to us his master plan.
"
9,15,33,NARRATOR,"Kids, it's your grandmother's favorite rule.
"
9,15,34,Nothing good happens after 2,"0 a.m.
"
9,15,35,NARRATOR,"2:00 a.m., it's a good rule, but every rule has an exception.
"
9,1,1,NARRATOR,"Kids, Barney and Robin's wedding turned out to be a life-changing weekend for all of us. Well, not just us.
"
9,1,2,NARRATOR,"But I'll get to that.
"
9,1,3,Manhattan to Farhampton,"Lil' and Ted's Excellent Adventure?
"
9,1,4,PILOT,"Flight attendants prepare for departure.
"
9,1,5,BOTH,"...hitchhike with his middle finger.
"
9,1,6,CONDUCTOR,"We're being held at this station until further notice.
"
9,1,7,(whispering),"It's men with other men.
"
9,1,8,(whispering loudly),"Just click on ""options""!
"
9,1,9,LILY,"No, I'm not looking.
"
9,1,10,WOMAN,"Hey, are you okay?
"
9,1,11,(crying),"Yes.
"
9,1,12,NARRATOR,"And that's how Lily met your mother.
"
9,1,13,(sighs),"Oh.
"
9,1,14,NARRATOR,"Your mother was lying.
"
9,1,15,NARRATOR,"Kids, you remember the seven-hour detour on our road trip to Disney World so your mother didn't miss that goat in South Carolina who could blow smoke rings.
"
9,1,16,NARRATOR,"It was ""Lady Tedwina Slowsby.""
"
9,1,17,BARNEY,"We might have to...
"
9,1,18,ROBIN,"Take care of Ranjit.
"
9,1,19,NARRATOR,"And suddenly Lily remembered that a week ago, I'd helped Robin look for her long-lost locket.
"
9,1,20,RANJIT,"Don't hold back.
"
9,1,21,(voice breaks),"No new insulting Marvin photo.
"
9,1,22,TED,"With all the big changes coming up, I just wanted Robin to remember her friends.
"
9,1,23,NARRATOR,"Actually, Lily's boys were just learning there was only one more flight out to New York with one seat left, and it was all the way across the airport.
"
9,1,24,NARRATOR,"It wasn't.
"
9,1,25,NARRATOR,"And all I can say, kids, is at that moment, I really thought I meant it.
"
9,1,26,NARRATOR,"That afternoon at the Farhampton Inn, Aunt Lily and I tried to check in.
"
9,1,27,NARRATOR,"And then the universe sent your Uncle Marshall...
"
9,1,28,NARRATOR,"Now, kids, I don't remember the actual name of this car, but to an environmentalist like Marshall, this car was a monstrosity.
"
9,1,29,NARRATOR,"Uncle Marshall was just about ready to abandon his faith in humanity.
"
9,1,30,BARNEY,"Moscow, 1807.
"
9,1,31,(Russian accent),"What a wonderful night at the opera.
"
9,1,32,(Russian accent),"I would indeed, Comrade Jamesokoff.
"
9,1,33,BARNEY,"For the next 200 years, every male member of the Stinson family was afflicted by the Gypsy's curse, an unquenchable thirst for booty that no committed relationship
"
9,1,34,JAMES,"No.
"
9,1,35,What? TED,"What?
"
9,1,36,BARNEY,"Hey, sorry about that.
"
9,1,37,JAMES,"Barney, the thing is...
"
9,1,38,NARRATOR,"So, they cleaned all that stuff
"
9,1,39,"Well, it's kind of nice to be asking this question instead of answering it for a change","How are you doing?
"
9,1,40,TED,"Hey, beautiful.
"
9,1,41,THE MOTHER,"What was the promise?
"
9,1,42,BOTH TEDS,"I'm coming back, and I'm bringing you.
"
9,14,1,Slapsgiving No. 3,"Slappointment in Slapmarra
"
9,14,2,NARRATOR,"Oh, sorry, kids. I forgot to mention there's a bit of a backstory to this particular slap.
"
9,14,3,BOTH,"Sure. Sure. Okay, okay.
"
9,14,4,MARSHALL,"So I went to Shanghai...
"
9,14,5,BARNEY,"Okay, enough.
"
9,14,6,ALL,"The Slap of...
"
9,14,7,MARSHALL,"And so began my training.
"
9,14,8,BARNEY,"Beg your pardon.
"
9,14,9,MARSHALL,"My training went on for a year.
"
9,14,10,BARNEY,"Hate to cut in again here, but...
"
9,14,11,MARSHALL,"White Flower and I made love that night in the forest.
"
9,14,12,The proper question is,"will I?
"
9,14,13,NARRATOR,"Here's what it meant.
"
9,2,1,NARRATOR,"Kids, Barney and Robin's wedding turned out to be a life-changing weekend for all of us. Well, not just us.
"
9,2,2,NARRATOR,"But I'll get to that.
"
9,2,3,Manhattan to Farhampton,"Lil' and Ted's Excellent Adventure?
"
9,2,4,PILOT,"Flight attendants prepare for departure.
"
9,2,5,BOTH,"...hitchhike with his middle finger.
"
9,2,6,CONDUCTOR,"We're being held at this station until further notice.
"
9,2,7,(whispering),"It's men with other men.
"
9,2,8,(whispering loudly),"Just click on ""options""!
"
9,2,9,LILY,"No, I'm not looking.
"
9,2,10,WOMAN,"Hey, are you okay?
"
9,2,11,(crying),"Yes.
"
9,2,12,NARRATOR,"And that's how Lily met your mother.
"
9,2,13,(sighs),"Oh.
"
9,2,14,NARRATOR,"Your mother was lying.
"
9,2,15,NARRATOR,"Kids, you remember the seven-hour detour on our road trip to Disney World so your mother didn't miss that goat in South Carolina who could blow smoke rings.
"
9,2,16,NARRATOR,"It was ""Lady Tedwina Slowsby.""
"
9,2,17,BARNEY,"We might have to...
"
9,2,18,ROBIN,"Take care of Ranjit.
"
9,2,19,NARRATOR,"And suddenly Lily remembered that a week ago, I'd helped Robin look for her long-lost locket.
"
9,2,20,RANJIT,"Don't hold back.
"
9,2,21,(voice breaks),"No new insulting Marvin photo.
"
9,2,22,TED,"With all the big changes coming up, I just wanted Robin to remember her friends.
"
9,2,23,NARRATOR,"Actually, Lily's boys were just learning there was only one more flight out to New York with one seat left, and it was all the way across the airport.
"
9,2,24,NARRATOR,"It wasn't.
"
9,2,25,NARRATOR,"And all I can say, kids, is at that moment, I really thought I meant it.
"
9,2,26,NARRATOR,"That afternoon at the Farhampton Inn, Aunt Lily and I tried to check in.
"
9,2,27,NARRATOR,"And then the universe sent your Uncle Marshall...
"
9,2,28,NARRATOR,"Now, kids, I don't remember the actual name of this car, but to an environmentalist like Marshall, this car was a monstrosity.
"
9,2,29,NARRATOR,"Uncle Marshall was just about ready to abandon his faith in humanity.
"
9,2,30,BARNEY,"Moscow, 1807.
"
9,2,31,(Russian accent),"What a wonderful night at the opera.
"
9,2,32,(Russian accent),"I would indeed, Comrade Jamesokoff.
"
9,2,33,BARNEY,"For the next 200 years, every male member of the Stinson family was afflicted by the Gypsy's curse, an unquenchable thirst for booty that no committed relationship
"
9,2,34,JAMES,"No.
"
9,2,35,What? TED,"What?
"
9,2,36,BARNEY,"Hey, sorry about that.
"
9,2,37,JAMES,"Barney, the thing is...
"
9,2,38,NARRATOR,"So, they cleaned all that stuff
"
9,2,39,"Well, it's kind of nice to be asking this question instead of answering it for a change","How are you doing?
"
9,2,40,TED,"Hey, beautiful.
"
9,2,41,THE MOTHER,"What was the promise?
"
9,2,42,BOTH TEDS,"I'm coming back, and I'm bringing you.
"
9,16,1,NARRATOR,"Kids, the night your Aunt Lily and Uncle Marshall got engaged, the night I met Aunt Robin, was the night of your mom's
"
9,16,2,WOMAN,"Okay, this is ridiculous.
"
9,16,3,Mm-hmm. Mm-hmm. KELLY,"Orchestra camp.
"
9,16,4,(laughing),"Okay...
"
9,16,5,THE MOTHER,"Okay, here it is.
"
9,16,6,THE MOTHER,"When I got to the club, it had already closed.
"
9,16,7,(laughing),"Oh, yeah.
"
9,16,8,TED,"You play bass?
"
9,16,9,NARRATOR,"And that's how your mom started dating Louis.
"
9,16,10,THE MOTHER,"♪ One tasty English muffin
"
9,16,11,NARRATOR,"It just wasn't love.
"
9,16,12,NARRATOR,"Now, Louis had a beach house out in Farhampton, so he let your mother stay there.
"
9,16,13,DARREN,"The best man just punched me in the face for no reason.
"
9,16,14,(voice breaks),"And I think it's because I can't let you go.
"
9,16,15,But you're not here anymore... so I have to ask this,"Would it be okay if I moved on?
"
9,16,16,(voice breaks),"I guess this is it.
"
9,16,17,DESK CLERK,"You're in luck.
"
9,16,18,NARRATOR,"Kids, I must have heard your mom's rendition of ""La Vie en Rose"" a million times over the years.
"
9,17,1,MAN,"Well, that party was a dud.
"
9,17,2,MAN 2,"I think I struck out with, like, 20 girls.
"
9,17,3,NARRATOR,"Kids, for a brief period when I was seven, my best friend was a balloon.
"
9,17,4,It was the classic story,"boy meets balloon, boy and balloon become friends, boy loses balloon when Mom sets out hot dogs in the backyard.
"
9,17,5,NARRATOR,"Decades later, boy's new best friend finds out about the whole thing and never lets him live it down.
"
9,17,6,NARRATOR,"The whole thing taught me a lesson.
"
9,17,7,NARRATOR,"It was a lesson that took me nearly 30 years to unlearn.
"
9,17,8,(laughing),"Uh... no.
"
9,17,9,NARRATOR,"That was a lie.
"
9,17,10,MARSHALL,"So the reason someone can't come up to fix the air conditioning is that the ghost of Captain Dearduff, who haunts this room, likes it muggy?
"
9,17,11,NARRATOR,"The truth is, there was a ghost in that room.
"
9,17,12,(à la Borat),"Is nice!
"
9,17,13,(normal voice),"Do people still say that?
"
9,17,14,BARNEY,"Question: why does this sign say ""gentlemen's club""?
"
9,17,15,Answer,"because The Crab Shed is a place for gentlemen.
"
9,17,16,(whispering),"...but not too much.
"
9,17,17,NARRATOR,"Also a lie.
"
9,17,18,NARRATOR,"But then, 24 hours later... disaster.
"
9,17,19,MAN,"I'm sorry, Mr. Mosby.
"
9,17,20,MARSHALL,"Okay, yes, seven-years-ago Lily, maybe I am wrong for still being mad at you about San Francisco and our breakup.
"
9,17,21,ALL,"Ooh...
"
9,17,22,NARRATOR,"Liar.
"
9,17,23,(à la Borat),"My wife!
"
9,17,24,(normal voice),"Right?
"
9,17,25,JEANETTE,"Thanks for meeting me here.
"
9,17,26,ROBIN,"And... new day.
"
9,17,27,BARNEY (slurring),"A few final thoughts.
"
