Season,Episode,Line Number,Speaker,Line
7,23,3,Narrator,"Kids, for the life of me, I can't remember what the big thing was in Atlantic City that weekend.
"
7,23,4,SON,"Was it a cheerleading convention?
"
7,23,5,Narrator,"No, it was a p0rn convention.
"
7,23,6,HOMELESS GUY,"Clean your window for you? - No!
"
7,23,7,"Okay, okay, I got one for you","second base with Neil Young.
"
7,23,8,(whispers),"He's still in my room.
"
7,23,9,Robin,"Ted came out of that bathroom looking like Joe Frazier after the Thrilla in Manila.
"
7,23,10,Robin,"But then...
"
7,23,11,(grunting),"Just keep going with the stories.
"
7,23,12,Lily,"When I was seven, I needed to have my tonsils out.
"
7,23,13,Barney,"New plan: Meet me at the entrance in five minutes.
"
7,23,14,Narrator,"Kids, your Uncle Marshall has faced many challenges in his life.
"
7,23,15,"No, ever since I got them, terrible things have been happening to me","I stubbed my toe, I missed my train... You put on the pants.
"
7,23,16,Ted,"Marshall had the writing translated.
"
7,23,17,Narrator,"Now, Uncle Marshall knew he had only one chance of getting out of Atlantic City: bribing a cab driver.
"
7,23,18,Narrator,"Now, Marshall was pretty drunk, but he swears the ATM started to do this.
"
7,23,19,AUTOMATED VOICE,"Stop hitting me. Just for that, you're never getting home for the birth of your son.
"
7,23,20,Narrator,"And, kids, that sign is still there to this day.
"
7,23,21,(à la Schwarzenegger),"Come with me if you want to bang.
"
7,23,22,ROBIN and MARSHALL,"Whoa.
"
7,23,23,Narrator,"Kids, sometimes the universe sends exactly what you ask for.
"
7,23,24,(groaning),"Oh...
"
7,23,25,Narrator,"And then, something wonderful happened.
"
7,23,26,Man,"So is mine!
"
7,23,27,All,"We know!
"
7,23,28,(panting),"I'm here, baby.
"
7,23,29,(laughs),"Oh, my God!
"
7,22,1,Narrator,"In May of 2012, Marshall and Lily hosted a baby shower in the apartment.
"
7,22,2,But if they had any idea how difficult it is,"the jealousy, the insecurity, those high-fives would be high-fives of condolence.
"
7,22,3,Narrator,"That night I tried online dating.
"
7,22,4,"And kids, the first girl I found was amazing","beautiful, smart, funny, huge fan of prewar architecture, favorite poet Neruda, favorite movie
"
7,22,5,Hello. BARNEY,"Mini golf?
"
7,22,6,Narrator,"Meanwhile, Barney was about to have a stripper's boyfriend's worst nightmare.
"
7,22,7,Narrator,"That night, I went out with the first girl Barney picked for me.
"
7,22,8,Narrator,"And just like that, Robyn became Robin.
"
7,22,9,Narrator,"With that, an argument began,
"
7,22,10,"For instance, Uncle Marshall swears he never said",
7,22,11,And he claims he never actually uttered the words,
7,22,12,While Lily insists this part was exaggerated,
7,22,13,But everyone agrees this is how the argument ended,
7,22,14,(angry grunt),"Huh!
"
7,22,15,Narrator,"The next day, I filled Barney in on my date.
"
7,22,16,The next girl,"perfect palate cleanser.
"
7,22,17,(chuckling),"Ohh, yes, it does.
"
7,22,18,(growling),"Robin.
"
7,22,19,Barney,"You'll have to buy me a couple of cocktails first.
"
7,22,20,Barney,"She made reservations for two deluxe rooms, massages, and dinner at the Palm, and in return, I made her cookies.
"
7,22,21,Proposal,"you give me one hour of phone-free bro time, during which we, and by we I mean you, get magnificently, mythologically drunk.
"
7,19,1,Narrator,"Kids, in the spring of 2012, your Uncle Barney went off the grid for a couple weeks.
"
7,19,2,(Gregorian chant over stereo),"♪ Broooo... ♪
"
7,19,3,"We've been spending tons of time together, and I want the gang to meet her. but I'm afraid they're gonna disapprove because, well, you know. NARRATOR","I did know. You see, Quinn was a stripper... who had swindled Barney out of quite a bit of cash.
"
7,19,4,Lily,"Marshall, you can't tell s*x stories about ""this chick,"" because everyone knows it's me.
"
7,19,5,"So, when we walk back through that door three hours from now, we should all be able to answer one simple question","Do we trust this girl?
"
7,19,6,Narrator,"Kids, things have been tense between Robin and I for weeks.
"
7,19,7,It's 10,"0, damn it.
"
7,19,8,Narrator,"And Robin was staying with her coworker, Patrice.
"
7,19,9,Narrator,"So, when Quinn said her apartment was available...
"
7,19,10,ROBIN/TED,"It's mine! It's mine! It's mine!
"
7,19,11,Robin,"First-class tickets, a four-star hotel--
"
7,19,12,All,"Yup.
"
7,19,13,Narrator,"Kids, as you'll recall, our gang had a subtle way of letting someone know they were making a mistake.
"
7,19,14,"Okay, I'll just say it","After everything that happened between us, I can't believe you wouldn't back down and let me have Quinn's place.
"
7,19,15,And now my boss wants to see me Friday at 5,"0, which, around the office, is known as ""fire o'clock.""
"
7,19,16,Others,"""I, one of Barney's best friends...""
"
7,19,17,QUINN,"Hot stuff, fellas.
"
7,19,18,Barney,"I'll make Ted swear not to tell anyone what he knows about you, and he'll cave immediately.
"
7,19,19,I'll keep saying stuff like,
7,19,20,QUINN,"And I'll be the bossy bitch who says:
"
7,19,21,Barney,"Nice.
"
7,19,22,"Wait for it. Next, BARNEY","they'll try to talk me into dumping you.
"
7,19,23,QUINN,"And I'll walk in on it.
"
7,19,24,Barney,"Then we pretend to break up.
"
7,19,25,QUINN,"Or make the monkeys dance for you.
"
7,19,26,Barney,"God, you're smart!
"
7,19,27,Narrator,"And that's the story of how we met Quinn.
"
7,19,28,Ted,"That Friday, I met Robin to see how it went at ""fire o'clock.""
"
7,19,29,(laughing),"Apparently.
"
7,19,30,Narrator,"We wouldn't see each other for a long time.
"
7,24,1,All,"Boo!
"
7,24,2,Narrator,"Which brings us to the story of a wedding day that went horribly wrong.
"
7,24,3,"Because as your friend, I have to tell you","You're full of crap!
"
7,24,4,"Look at the women you date, starting with me","I told you right away I didn't want marriage or kids.
"
7,24,5,Ted,"Victoria was great.
"
7,24,6,Narrator,"Lily and Marshall asked Robin to be the photographer for Baby Marvin's Birth Announcement card instead of me.
"
7,24,7,"See, two different styles","I make compositions, Robin makes excuses.
"
7,24,8,Narrator,"And kids, as I watched your Aunt Lily hold her baby boy, another thought popped into my head.
"
7,24,9,Narrator,"That girl's a mom!
"
7,24,10,"Ted, we are responsible for a whole other human life now, so new rule","You can't come to us with any issue unless it's an ""8"" or higher.
"
7,24,11,This is the same as what's in little Marvin's pants right now,"a soft two.
"
7,24,12,Narrator,"And then another thought popped
"
7,24,13,into my head,"That guy's nowhere near being a dad.
"
7,24,14,VICTORIA,"Hello?
"
7,24,15,MacLaren's at 2,"0?
"
7,24,16,Is 1,"0 okay?
"
7,24,17,Narrator,"Meanwhile, Barney and Quinn were off to Hawaii for their first getaway as a couple.
"
7,24,18,(sighing),"It's mine.
"
7,24,19,(laughing),"Oh, I can't do that.
"
7,24,20,Ted,"Okay, I need to figure out if Victoria ever got engaged.
"
7,24,21,Loretta,"Wayne, come back to bed!
"
7,24,22,MRS. MATSEN,"I told you he wasn't gay.
"
7,24,23,Narrator,"That's Barney's version.
"
7,24,24,(gasps),"Ta-da... da-da-da-da-da-da.
"
7,24,25,One question,"FDR or Westside Highway, what's the quickest way to the sunset?
"
7,24,26,"Sir, I'll tell you her occupation","stripper.
"
7,24,27,(loudly),"Will you marry me?
"
7,24,28,Narrator,"I hate to say it, but Robin nailed it.
"
7,24,29,QUINN,"Once up on a time, this creepy magic dude was boning Barney's mom...
"
7,18,1,Narrator,"Kids, 2012 started out kind of crazy.
"
7,18,2,EMCEE,"Gentlemen, give it up for Karma.
"
7,18,3,Narrator,"When Robin moved out, there was a hole in my life in the shape of an empty bedroom.
"
7,18,4,(quietly),"Or never.
"
7,18,5,It's 8,"5, time to hit the hay.
"
7,18,6,Lily,"Good night!
"
7,18,7,"I liked smoking meat, but now I've got a new passion","wood.
"
7,18,8,Robin,"Dear Diary.
"
7,18,9,(whispers),"People were staring.
"
7,18,10,Robin,"They're trying to make me one of them, Diary.
"
7,18,11,(chuckling),"Bunch of losers!
"
7,18,12,Narrator,"The next morning, Barney learned that even in
"
7,18,13,Ted,"Dear Lily and Marshall, I don't know if you know this, but I never took your names off the lease.
"
7,15,1,"Yeah. Marshall's been working very long hours lately, so I have been planning this whole party by myself, and everything's in place","the food, the wine.
"
7,15,2,Bottom line,"this party is very important to me, so I can only assume--
"
7,15,3,Ted,"Why would you even say that?! It's the most ridic...
"
7,15,4,Both,"Happy housewarming!
"
7,15,5,Narrator,"So that's what happened in the living room.
"
7,15,6,Narrator,"And that's what happened in the dining room.
"
7,15,7,Barney,"Man, I can't believe these are vegan.
"
7,1,1,Ted (2030),"Children, if there is a major theme in this story, and I swear, it's almost, really, not quite at the end of the story.This is timing. The timing makes all the difference. For example, I never met your mother if it was not for a wedding.The last of the weddings that I thought would be.
"
7,1,2,Barney,"What do you think of this tie?
"
7,1,3,Ted,"Thank you, God. Barney Stinson needs you just before her marriage, is that there must be a dead prostitute in the closet, right?
"
7,1,4,Barney,"This one is better?
"
7,1,5,Ted,"The tie is well, and you know, this is perfectly normal pinball shortly before his marriage.
"
7,1,6,Barney,"I'm not scared. It's just that I think once I'd put this tie, I could never remove it. I should wear it again and again. And of course this tie is fine now, but how I will cope when it becomes big and it annoy me? Do I made a mistake? Is what I would have been happier with the other tie? Ted, I can tell you a big secret?
"
7,1,7,Ted,"Yeah, sure.
"
7,1,8,Barney,"I do not really talk about the tie.
"
7,1,9,Ted,"Yeah, I realized that Barney.
"
7,1,10,Barney,"I wonder if this will be a disaster. And if it was the worst of all marriage?
"
7,1,11,Ted,"Impossible. It has already been the worst of all marriage.
"
7,1,12,Barney,"That of Punchy.
"
7,1,13,Ted,"Marshall has really ruined all that.
"
7,1,14,Ted (2030),"The story of Uncle Marshall has ruined everything in my friend's wedding Punchy starts in September 2011.
"
7,1,15,Ted (2030),"Punchy asked me to be his witness.
"
7,1,16,Ted,"Hi. Guys before you go that you bother to read my toast for the wedding?
"
7,1,17,Barney,"Yeah, no problem, of course.
"
7,1,18,Ted,"Ok
"
7,1,19,Barney,"Woow.
"
7,1,20,Ted,"There are several different versions.
"
7,1,21,Robin,"Ted, why you work so hard on this speech? Punchy has applied with a karaoke microphone in a bowling alley.
"
7,1,22,Ted,"Ok, I have never said that, but over the years, some of my friends from high school asked me to give speeches at their weddings, and they have not gone well.
"
7,1,23,Ted,"These marriages have become associated as the worst moment of my life. The love between Joel and Mora is magnificent. I thought I had the same thing... Until my fiancee left me at the altar last week. I was asked not to talk about that, so I will not do. I sit in front of her home at night sometimes. It changed hairstyle. (In 2009...) After losing my job last week, I asked not to give this toast... (A man tries to take her microphone) No, no, no! The happy couple should hear. It's over. But from the ashes of your divorce statistically probable, hope can be reborn. That is why I opened my own architectural firm Mosbius Designs. (3 months later...) Mosbius Designs went bankrupt. But the love of Alex and Jessica reminds us that... Oh, my God!
"
7,1,24,Punchy,"A Schmosby classic.
"
7,1,25,Robin,"Wow. Punchy has posted weaknesses of your life?
"
7,1,26,Ted,"Oh, not that much. Now I am a total disaster for all my old high school friends. And a lot of people in Finland are the big stuff. This is why I have to type this toast.
"
7,1,27,Barney,"Ted, you can hit you something else to this marriage.Let the big binder. The only thing you have to bring it to Cleveland.
"
7,1,28,Ted (2030),"This fall I became the youngest designer in the history of New York by building a skyscraper. This earned me a brilliant article in a magazine. I plan to frame it. Uncle Barney had different plans.
"
7,1,29,Barney,"Here's your speech. ""In single file, girls. No big. ""
"
7,1,30,Ted,"This is ridiculous.
"
7,1,31,Barney,"Yeah, you're right. This is Cleveland. ""In single file, girls. ""
"
7,1,32,Ted,"I will not Punchy's wedding to brag... cover of a magazine.
"
7,1,33,Robin,"Barney, he did not need your advice. You never called Nora.
"
7,1,34,Ted (2030),"Children, you remember Nora. But the other day...
"
7,1,35,Barney,"I'll call you.
"
7,1,36,Nora,"It's never too late, Barney.
"
7,1,37,Robin,"Or you called? It's not that I want to know. So what? I do not care. You did?
"
7,1,38,Barney,"I did not call.
"
7,1,39,Robin,"Slim, Barney. I was really, really, really for both of you.Who wants chicken wings?
"
7,1,40,Lily,"Me. Or maybe we should make the hot sauce on Barney, now that's a sissy.
"
7,1,41,Barney,"I'm not a wimp. Nora wanted a professional. Not me.That's it. And yes, Robin, I want chicken wings.
"
7,1,42,Lily,"Cannibal.
"
7,1,43,Robin,"Ok, next tour for me.
"
7,1,44,Marshall,"Oh no, no, it does that.
"
7,1,45,Ted (2030),"Lily and Marshall had just heard that they have a baby.
"
7,1,46,Marshall,"I can not wait to tell everyone.
"
7,1,47,Lily,"Baby, no one can tell anyone. Not before three months. I do not want you to have bad luck.
"
7,1,48,Marshall,"It's a bit superstitious, do not you think?
"
7,1,49,Lily,"Whenever you take a plane, you lick.
"
7,1,50,Marshall,"Has it been crashed once?
"
7,1,51,Lily,"Do not say a word until we know that all is well. Ok?
"
7,1,52,Marshall,"Ok, so everything will be okay. Promised.
"
7,1,53,Lily,"How can you guarantee that?
"
7,1,54,"Marshall, lifting the shirt of Lily","Come here.
"
7,1,55,Marshall,"I'm so happy. I do not know how we will keep this secret for three months.
"
7,1,56,Lily,"Relax. It will be easy.
"
7,1,57,Bartender,"What'll it be?
"
7,1,58,Lily,"Four beer, plus a non-alcoholic.
"
7,1,59,Bartender,"You're pregnant! Come here!
"
7,1,60,Ted (2030),"So we all went to my hometown where we had planned to celebrate the marriage of Punchy. Uncle Barney had other plans.
"
7,1,61,Barney,"Stand ready, Cleveland. The last guy who has conned you so hard and then disappeared was LeBron James.
"
7,1,62,Robin,"You're going to try to make you anybody here?
"
7,1,63,Barney,"What?
"
7,1,64,Robin,"My God, Barney, tonight is a magical night between the annoying friend of Ted and that is what this-face. A little respect.
"
7,1,65,Barney,"It's not just be someone. This is a market survey. You see, my legendary success rate of 83%...
"
7,1,66,Ted,"17. He always reverse.
"
7,1,67,Barney,".. never happens by accident. Each technique used to drag a woman has been thoroughly field tested. By eliminating improper techniques in small markets like Cleveland. I know which will go to New York. For example, tonight marks the inauguration of the escaped prisoner. Do prisoners on the run are sexy?
"
7,1,68,All,"No, no.
"
7,1,69,Barney,"We'll never know unless I try tonight.
"
7,1,70,Punchy,"Schmosby! Oh! sh1t head! What's up?!
"
7,1,71,Marshall,"You really feel this ring now.
"
7,1,72,Kelly,"Glad you all here.
"
7,1,73,Punchy,"Open Bar. Bottoms up, sh1t head, because it is the father of Kelly who pays, and he hates me.
"
7,1,74,Kelly,"It's true.
"
7,1,75,Punchy,"Who drinks? Go, go.
"
7,1,76,Lily,"Oh, no, thank you.
"
7,1,77,Punchy,"You're pregnant or what?
"
7,1,78,Lily,"Let's be crazy! You're going to drink for two tonight, baby.
"
7,1,79,Marshall,"I'll do it for the child.
"
7,1,80,Kelly and Punchy,"Go Browns!
"
7,1,81,Marshall,"During the season of super bowl, but if they mean the super bowl. Go Vikings.
"
7,1,82,Barney,"Prisoners on the run are not sexy. At the same time it was a faulty concept. Next step, the patient zero.
"
7,1,83,Robin,"Lily, you go getting drunk tonight.
"
7,1,84,Lily,"That's all you, baby.
"
7,1,85,Marshall,"I'd to 4 glasses without eating.
"
7,1,86,Lily,"In nine months I would push a baby Eriksen with a pumpkin head out of my hoo-haa. I think Dad can handle a few cocktails and more.
"
7,1,87,Marshall,"Well done.
"
7,1,88,Lily,"Hakuna Matata!
"
7,1,89,Marshall,"I gotta go get some air.
"
7,1,90,Ted (2030),"Children, do you remember when I told you that Marshall has ruined the marriage of Punchy? (Marshall is close to the cake) It was not that.
"
7,1,91,Robin,"My God, have you seen this guy. I want Barney is my new boyfriend. No, thank you.
"
7,1,92,Lily,"Wait a minute. It's your voice of truth.
"
7,1,93,Robin,"My what?
"
7,1,94,Lily,"Whenever you try to pretend that you're kidding but in fact it is profoundly true, you are using that voice.
"
7,1,95,Robin,"I would like the Spice Girls back together. They were awesome. The worst. (At the bar...) It was me. I farted. It is this type. (At Ted's apartment...) birthday gift from my father. All I want from him is that he tells me he loves me. Just kidding.This pen is sufficient. It's enough. It is completely sufficient.
"
7,1,96,Lily,"Oh, my God. You always have feelings for Barney. Admit it, you still have feelings for Barney.
"
7,1,97,Robin,"You're more drunk than I thought. I mean, look at this type.
"
7,1,98,Barney,"Wait, wait, wait, before you leave, please do respond to this survey to help me better to seduce you in the future.What does not work for you in this game of seduction? Does A do not you think that I hold a bailiff of the world? B or fingernails disgusts you? (He shows her nails, very long and the girl goes away) Sea...
"
7,1,99,Man,"Eager to hear your toast, Schmosby.
"
7,1,100,Punchy,"Yeah, here is the whiner.
"
7,1,101,Ted,"Wait. You encourage me to cry at your own wedding?
"
7,1,102,Punchy,"Yes, everyone encourages you. Plus some new friends from Finland. Hey, good luck, Schmos.
"
7,1,103,Barney,"Take that. Shows them how much you're great. Say your ad, not ashamed, say that.
"
7,1,104,Ted,"I've told you, I'm not here to brag, ok?
"
7,1,105,Marshall,"That's it. You're too polite to brag. Well, fine. Let me do it. Because the only person on Earth who loves more than Ted Mosby Marshall Eriksen Marshall Eriksen is drunk. So here we go.
"
7,1,106,Ted (2030),"Children, do you remember when I see have said that Marshall would ruin the marriage of Punchy and Kelly? It was not that either.
"
7,1,107,Robin,"Barney and I have tried and failed. It was there two years. Why would I start? It would not make sense.
"
7,1,108,Lily,"It does not make sense. It's chemistry. Listen, I always them a sixth sense for these things. And now that I'm pregnant... deep in me in my uterus, I see things more clearly. You and Barney have that kind of chemistry that is still there.
"
7,1,109,Robin,"Really? That's why he tries to Lebron anything that moves?
"
7,1,110,Barney,"It does not work for you because A vampires are offside, B or pretend that I invented Facebook was a bit too?
"
7,1,111,Lily,"You're the reason why he never called Nora. You're the reason why he only tests tonight. And you're the reason why he continues to try to impress. Chemistry.
"
7,1,112,Marshall,"Wow! Ted! It's really you on the cover of New York.Now, you say ""yes.""
"
7,1,113,Ted,"Stop please.
"
7,1,114,Man,"Schmosby. What is this magazine?
"
7,1,115,Ted,"You know what, Clay? It's nothing.
"
7,1,116,Marshall,"You know what? This is not nothing. Clay, my friend Ted has designed a building, Clay. What do you do, Clay?
"
7,1,117,Clay,"Well, I'm still working in the rental car...
"
7,1,118,Marshall,"Hear, hear, Clay. No major publication does write about your small agency?
"
7,1,119,Clay,"No, no, no items. My life is monotonous. I think the only news is that little thing.
"
7,1,120,Marshall,"Oh my God, look at this little baby. She's so cute. All I want is to put her little feet in my mouth. You have created something really beautiful.
"
7,1,121,Clay,"It's all for me.
"
7,1,122,Ted,"I mean, it's still huge... The building, you know?
"
7,1,123,Marshall,"Hey, kid. (With another couple and their child...) So this little angel is already every night?
"
7,1,124,Ted,"I spent many sleepless nights... to design this building.(The baby makes a return to the magazine) Nothing symbolism there.
"
7,1,125,Robin,"Forget it. There is no chemistry between Barney and me. It's over.
"
7,1,126,Lily,"Oh really? Prove it. Go talk to him.
"
7,1,127,Robin,"Why should I tell him about that?
"
7,1,128,Lily,"Because in the depths of himself, even if he does not know yet, Barney wants to be with you. And if it does not happen, he deserves to know.
"
7,1,129,Robin,"Well. Barney, just to make things clear...
"
7,1,130,Barney,"I know what you gonna say. Show in Cleveland, how it goes.
"
7,1,131,Robin,"Barney... I...
"
7,1,132,Barney,"Sorry. Oh, my God, this is Nora. She finally ended up reminding me.
"
7,1,133,Robin,"Wait, you said you'd never recalled.
"
7,1,134,Barney,"I lied. I called, like, five times. Wait, wait! You guys you know better than anyone how I show this stuff. Will you help me please? I would like just once to see what it feels like when you do not quite fair.
"
7,1,135,Robin,"Yeah.
"
7,1,136,Barney,"Hi Nora. Thank you for reminding me. The reason I'm calling...
"
7,1,137,Robin,"To tell you how I feel.
"
7,1,138,Barney,"To tell you how I feel.
"
7,1,139,Robin,"I know it did not work the first time...
"
7,1,140,Barney,"I know it did not work the first time...
"
7,1,141,Robin,".. and it makes no sense...
"
7,1,142,Barney,".. and it makes no sense...
"
7,1,143,Robin,".. but I can not help thinking that goes well together.
"
7,1,144,Barney,".. but I can not help thinking that goes well together.
"
7,1,145,Robin,"Is there a part of you that wants to try again?
"
7,1,146,Barney,"Is there a part of you that wants to try again?
"
7,1,147,Marshall,"Baby, I can not do that. I have to tell someone that we are pregnant.
"
7,1,148,Lily,"Eriksen, be strong. Keep it a secret.
"
7,1,149,Marshall,"There are babies everywhere. It's minefield of sweetness. Look at this little b*st*rd.
"
7,1,150,Lily,"Marshall, stop that. Remains strong. Can not you let me hold a little baby with his little cheeks... so cute... and little arms and little legs... This little b*st*rd has dimples. We will tell everyone I'm pregnant.
"
7,1,151,Marshall,"Yeah!
"
7,1,152,Ted,"Are you okay?
"
7,1,153,Robin,"No. And you?
"
7,1,154,Ted,"Not really. Want to talk?
"
7,1,155,Robin,"Not even a little bit.
"
7,1,156,Ted,"It might help you feel better.
"
7,1,157,Robin,"Okay, well, we'll make a deal. You go first and then I still do not tell you what's wrong.
"
7,1,158,Ted,"Okay. All my friends from high school, are there with their wives and children. And me? My appointment is a dirty magazine.
"
7,1,159,Robin,"As in high school. Sorry, I had to.
"
7,1,160,Ted,"I've always believed in fate, you know? I will go in a magazine Bagel, I would see a pretty girl in the queue reading my favorite novel, whistling the song I had all week in my head, and I would think, ""Wow, this is perhaps the good. "" Now I think ""I just know that bitch will take the latest Bagel.""
"
7,1,161,Robin,"You've been too focused on your work.
"
7,1,162,Ted,"No, it's more than that. I stopped believing. Not like some depressed, I cry during my speech. Not the way I had not even noticed, until tonight. It's just that every day I think I believe a little less and a little less and less. And... it sucks. What should I do about it, Scherbatsky?
"
7,1,163,Robin,"You're Ted Mosby. You do it again to believe it.
"
7,1,164,Ted,"What, in fate?
"
7,1,165,Robin,"A chemistry. If there is alchemy, you just need another thing.
"
7,1,166,Ted,"What is it?
"
7,1,167,Robin,"The timing. But the timing is a bitch.
"
7,1,168,Ted,"Hey, we always have our market 40 years? If you are still only 40 years...
"
7,1,169,Robin,"I'm all yours. Unrelated, architects make a lot?
"
7,1,170,Ted,"Not enough.
"
7,1,171,Robin,"sh1t.
"
7,1,172,Man,"Schmosby to you in two minutes.
"
7,1,173,Robin,"Ok, promise me two things. One, believe in you again, and two, do not cry during the toast, Schmosby.
"
7,1,174,Ted,"I promise.
"
7,1,175,Lily,"We're having a baby.
"
7,1,176,Robin,"For real?
"
7,1,177,Lily,"For real.
"
7,1,178,"Ted, Barney and Robin","Oh! Oh!
"
7,1,179,Voices,"A little attention everyone! This is the time for which we are all here tonight. The speech Schmosby!
"
7,1,180,Ted,"We are here tonight to celebrate love. The love that brings us a new life...
"
7,1,181,Marshall,"Hey! (Marshall took the microphone from the hands of Ted) This is not a whiner. They are tears of joy. Ted is happy for his friends because it's the best guy I know. And do you know why he is happy? For the beautiful young lady is pregnant here.
"
7,1,182,Kelly,"How did you know...? It must have a secret!
"
7,1,183,Ted (2030),"It turns out that...
"
7,1,184,Kelly,"Will the Browns!
"
7,1,185,Marshall,"In the season's Super Bowl, but if they mean the Super Bowl. Go Vikings!
"
7,1,186,Kelly's father,"How dare you? This is my daughter, sort of junk.
"
7,1,187,Punchy,"You always pay for it all, eh?
"
7,1,188,Punchy's father,"""Species of junk""? This is my son.
"
7,1,189,Ted (2030),"And that's how Marshall has destroyed the marriage of Punchy. But we did not care. It would be a sixth member in our family.
"
7,1,190,Ted,"No marriage will be as bad as that one, huh?
"
7,1,191,Barney,"I chose the right tie, huh?
"
7,1,192,Ted,"You've nailed. And be glad it is not the tie-duck. Oh, the tie-duck.
"
7,1,193,Ted (2030),"This is a good story. I will return. We are not even close to the end.
"
7,1,194,Barney,"You're a good best man, Ted. You'll cry during the toast, right?
"
7,1,195,Ted,"Oh, I'll cry too.
"
7,1,196,Barney,"Between.
"
7,1,197,Lily,"Ted, the bride wants to see you. Seriously? Will you be wearing this tie?
"
7,14,1,Robin,"I never let myself believe this day would really come.
"
7,14,2,Mickey,"Wrong!
"
7,14,3,MICKEY (over intercom),"Great news.
"
7,14,4,Ted,"Well...
"
